id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup,TypeofContactNULL,Motivation,EconomicPower,Child01,TripEasier,SalesPerformance,LivingCost,EconomicStability,TripFreaqency,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch
2895,38,Self Enquiry,2,6.293419278846481,Small Business,female,3,3,Basic,5,5,1,2,Executive,12.483480872303508,0,Single,Has Car,2_child,30s,0,19,24.966961744607016,1,12,0.9533768106261845,7.682142075263697,12.358646063580473,1,1.791759469228055,5.58351893845611,5,0.6
2896,33,Company Invited,2,6.293419278846481,Salaried,male,2,3,Deluxe,4,1,1,1,Manager,12.48017923670391,0,Divorced,Has Car,1_child,30s,0,16,32.448466015430164,1,3,0.47668840531309226,8.347945977728365,16.47383659244916,0,0.6931471805599453,2.539720770839918,15,1.0
2897,50,Company Invited,2,6.660575149839686,Large Business,female,2,3,Standard,4,5,1,2,Senior Manager,12.887807451972376,0,Married,No Car,1_child,50s,0,16,25.775614903944753,1,3,0.900823106867042,8.261415033315625,20.104979625076908,1,1.791759469228055,4.187639203842083,33,0.8
2898,34,Self Enquiry,1,6.042632833682381,Salaried,male,2,3,Standard,4,1,0,2,Senior Manager,12.755381210362536,0,Married,Has Car,1_child,30s,0,6,49.745986720413896,1,3,0.992944659247747,6.802869978860017,18.240195130818428,0,0.6931471805599453,2.539720770839918,1,0.8
2899,40,Self Enquiry,1,6.580639137284949,Small Business,male,2,3,Standard,4,2,0,1,Senior Manager,12.792277504481085,0,Single,Has Car,1_child,40s,0,6,49.88988226747623,1,6,0.4558827702619999,7.415813046075991,14.96696468024287,0,1.0986122886681098,3.147918433002165,8,0.8
2900,35,Company Invited,1,6.175867270105761,Salaried,male,3,3,Standard,4,2,0,2,Senior Manager,12.514369515378691,0,Single,Has Car,2_child,30s,0,9,48.8060411099769,1,4,0.9715234699170033,6.6743304082019685,17.89554840699153,0,1.0986122886681098,3.147918433002165,1,0.8
2901,30,Self Enquiry,1,6.175867270105761,Small Business,male,3,4,Basic,4,3,0,2,Executive,12.748952014829111,0,Divorced,No Car,2_child,30s,0,12,49.72091285783353,1,6,1.2953646265560044,7.082751119349507,12.621462494680822,0,1.3862943611198906,3.579441541679836,11,0.8
2902,30,Company Invited,1,7.13966033596492,Salaried,male,2,3,Basic,4,7,0,2,Senior Manager,12.77340430371626,0,Single,No Car,1_child,30s,0,6,49.81627678449342,1,18,0.8403761128209336,7.7414571537674295,18.265968154314255,1,2.0794415416798357,4.619162312519753,1,0.8
2903,22,Self Enquiry,1,7.390798521735676,Small Business,female,2,3,Basic,4,2,0,2,Executive,12.63016648957921,0,Single,No Car,1_child,20s,0,6,37.89049946873763,1,18,0.8118202630412042,7.654646357320733,12.503864824683419,0,1.0986122886681098,3.147918433002165,11,0.8
2904,55,Self Enquiry,1,6.803505257608338,Salaried,male,3,3,Standard,4,2,0,2,Senior Manager,12.82532029374977,0,Single,Has Car,2_child,50s,0,9,50.01874914562411,1,4,0.8818983410485676,6.840170823333211,18.340208020062175,0,1.0986122886681098,3.147918433002165,1,0.8
2905,32,Company Invited,1,6.042632833682381,Small Business,male,3,4,Basic,4,8,0,2,Senior Manager,12.67141229028965,0,Single,No Car,1_child,30s,0,12,49.418507932129636,1,12,1.3239262123303295,7.679643812296757,14.825552379638891,1,2.1972245773362196,4.795836866004329,8,0.8
2906,36,Company Invited,1,6.985641817639208,Salaried,male,2,3,Deluxe,4,12,0,1,Manager,12.706850963741102,0,Divorced,Has Car,1_child,30s,0,6,49.5567187585903,1,3,0.42945230779293625,7.3662904137629575,16.773043272138256,2,2.5649493574615367,5.347424036192305,16,1.0
2907,37,Self Enquiry,1,6.175867270105761,Salaried,male,3,3,Standard,5,1,0,2,Senior Manager,12.899222326086994,0,Married,No Car,2_child,30s,0,9,50.30696707173928,1,2,0.9715234699170033,6.61498580824974,18.445887926304405,0,0.6931471805599453,3.386294361119891,1,0.6
2908,29,Company Invited,1,6.8679744089702925,Salaried,male,2,3,Standard,4,2,0,1,Senior Manager,13.05105210621877,0,Divorced,Has Car,1_child,20s,0,6,50.8991032142532,1,3,0.4368100143299437,7.565827307952909,18.663004511892844,0,1.0986122886681098,3.147918433002165,1,0.8
2909,47,Self Enquiry,1,7.2305631534092925,Salaried,male,2,4,Standard,4,2,0,1,Senior Manager,12.921925099375596,0,Married,Has Car,1_child,40s,0,8,50.39550788756482,1,3,0.5532072558019157,6.89169338633365,18.478352892107104,0,1.0986122886681098,3.147918433002165,1,0.8
2910,39,Self Enquiry,1,6.660575149839686,Large Business,male,3,4,Standard,4,3,0,1,Senior Manager,12.839472475608636,0,Married,Has Car,2_child,30s,0,12,50.073942654873676,1,2,0.6005487379113613,6.340480234868461,20.02957706194947,0,1.3862943611198906,3.579441541679836,7,0.8
2911,48,Company Invited,1,6.175867270105761,Salaried,male,2,3,Standard,4,8,0,1,Senior Manager,12.815908866829234,0,Single,No Car,1_child,40s,0,6,49.98204458063402,1,6,0.48576173495850167,7.76721749504802,18.326749679565808,1,2.1972245773362196,4.795836866004329,1,0.8
2912,30,Self Enquiry,1,7.2305631534092925,Small Business,female,2,4,Standard,4,2,0,1,Manager,12.806408022742614,0,Divorced,Has Car,1_child,30s,0,8,38.41922406822784,1,3,0.5532072558019157,7.4240046508652835,13.830920664562024,0,1.0986122886681098,3.147918433002165,37,0.8
2913,53,Self Enquiry,2,6.042632833682381,Small Business,male,3,4,King,5,7,0,4,VP,13.122365377402328,0,Married,Has Car,1_child,50s,0,12,34.118149981246056,1,2,2.647852424660659,8.075301770709123,17.71519325949314,1,2.0794415416798357,6.1588830833596715,36,1.0
2914,42,Self Enquiry,3,6.734591659972948,Small Business,female,3,3,Standard,4,5,0,4,Senior Manager,12.91068139069174,0,Married,Has Car,2_child,40s,0,9,12.91068139069174,1,2,1.7818452262402205,9.563467696808695,15.105497227109337,1,1.791759469228055,4.187639203842083,22,0.8
2916,35,Company Invited,3,7.186144304522325,Small Business,female,1,3,Basic,4,2,0,3,Executive,12.458273902684308,0,Divorced,Has Car,0_child,30s,0,3,12.458273902684308,0,24,1.2524101407671697,11.865022764461244,12.333691163657466,0,1.0986122886681098,3.147918433002165,4,0.8
2917,35,Self Enquiry,2,7.2305631534092925,Small Business,female,1,4,Deluxe,4,2,0,3,Manager,12.729990194822468,0,Divorced,Has Car,0_child,30s,0,4,25.459980389644937,0,8,1.6596217674057467,9.326000142727082,13.748389410408265,0,1.0986122886681098,3.147918433002165,21,1.0
2918,56,Self Enquiry,2,7.2305631534092925,Small Business,female,1,3,Deluxe,4,16,0,3,Manager,12.671788972415202,0,Divorced,No Car,0_child,50s,0,3,25.343577944830404,0,8,1.24471632555431,9.747529978780925,13.685532090208419,2,2.833213344056216,5.749820016084325,21,1.0
2919,36,Self Enquiry,3,6.580639137284949,Small Business,female,1,3,Deluxe,4,4,0,3,Manager,12.611541086966117,0,Divorced,No Car,0_child,30s,0,3,12.611541086966117,0,8,1.3676483107859998,12.611541086966117,13.620464373923406,0,1.6094379124341003,3.9141568686511508,35,1.0
2920,37,Company Invited,2,6.985641817639208,Small Business,female,2,3,Basic,4,5,0,3,Executive,12.50250754994122,1,Divorced,No Car,1_child,30s,0,6,25.00501509988244,1,9,1.2883569233788088,8.743012272686167,12.377482474441809,1,1.791759469228055,4.187639203842083,5,0.8
2921,34,Company Invited,2,6.493753839851686,Small Business,female,3,3,Basic,3,5,1,4,Executive,12.468479216795028,1,Divorced,Has Car,0_child,30s,0,19,24.936958433590057,0,12,1.8479296098901825,9.134417008641044,12.34379442462708,1,1.791759469228055,2.791759469228055,5,1.0
2922,30,Company Invited,2,5.8888779583328805,Salaried,female,1,3,Standard,4,2,0,3,Senior Manager,12.817619238885513,0,Single,Has Car,0_child,30s,0,3,25.635238477771026,0,16,1.5283047235279887,9.390197244604769,18.329195511606287,0,1.0986122886681098,3.147918433002165,20,0.8
2923,37,Company Invited,2,6.803505257608338,Salaried,male,1,3,Deluxe,4,1,0,4,Manager,12.528974650211948,0,Single,Has Car,0_child,30s,0,3,32.57533409055107,0,16,1.7637966820971351,9.178736007481278,16.538246538279772,0,0.6931471805599453,2.539720770839918,15,1.0
2924,57,Self Enquiry,2,6.580639137284949,Salaried,male,1,3,Standard,4,5,0,4,Senior Manager,12.899222326086994,0,Single,Has Car,0_child,50s,0,3,33.537978047826186,0,16,1.8235310810479997,9.449979726071057,18.445887926304405,1,1.791759469228055,4.187639203842083,20,0.8
2925,30,Self Enquiry,2,6.803505257608338,Salaried,female,1,3,Basic,4,5,0,3,Executive,12.453834660344317,0,Single,No Car,0_child,30s,0,3,24.907669320688633,0,48,1.3228475115728513,9.579872815649473,15.069139939016626,1,1.791759469228055,4.187639203842083,12,0.8
2927,56,Company Invited,3,6.293419278846481,Salaried,male,1,3,Standard,4,2,1,3,Senior Manager,12.752258656353872,0,Single,Has Car,0_child,50s,0,13,16.577936253260035,0,16,1.4300652159392766,12.145008244146544,18.23572987858604,0,1.0986122886681098,3.147918433002165,19,0.8
2928,39,Self Enquiry,1,6.660575149839686,Small Business,male,1,3,Basic,4,3,0,3,Executive,12.464664418475865,0,Single,No Car,0_child,30s,0,3,48.61219123205588,0,48,1.351234660300563,8.30977627898391,12.340017774291107,0,1.3862943611198906,3.579441541679836,11,0.8
2930,20,Self Enquiry,1,7.13966033596492,Small Business,female,1,3,Standard,4,3,0,3,Senior Manager,12.479551832823464,0,Divorced,No Car,0_child,20s,0,3,37.438655498470396,0,8,1.2605641692314002,8.31970122188231,14.601075644403453,0,1.3862943611198906,3.579441541679836,8,0.8
2931,53,Company Invited,1,6.8679744089702925,Small Business,female,1,3,Standard,4,1,0,4,Senior Manager,12.899222326086994,0,Married,Has Car,0_child,50s,0,3,38.69766697826098,0,8,1.7472400573197748,7.477810044108402,15.092090121521784,0,0.6931471805599453,2.539720770839918,8,0.8
2932,41,Self Enquiry,1,6.398594934535208,Small Business,female,2,3,King,5,3,0,4,VP,13.060490101343552,0,Single,No Car,1_child,40s,0,6,39.181470304030654,1,6,1.8754117306648475,7.915448546268819,17.631661636813796,0,1.3862943611198906,4.772588722239782,32,1.0
2933,43,Company Invited,1,7.353081920515432,Large Business,male,1,3,Deluxe,4,20,0,4,Manager,12.706850963741102,0,Single,Has Car,0_child,40s,0,3,49.5567187585903,0,16,1.631968762175688,8.067841881740382,18.297865387787187,2,3.044522437723423,6.066783656585134,40,1.0
2934,30,Self Enquiry,1,6.580639137284949,Small Business,male,1,3,Deluxe,4,2,0,4,Manager,12.425694001189504,0,Married,Has Car,0_child,30s,0,3,48.46020660463906,0,8,1.8235310810479997,7.203300870254784,13.419749521284663,0,1.0986122886681098,3.147918433002165,37,1.0
2935,33,Self Enquiry,1,5.8888779583328805,Large Business,male,1,3,Standard,4,2,0,3,Senior Manager,12.611541086966117,0,Married,No Car,0_child,30s,0,3,49.18501023916786,0,8,1.5283047235279887,7.643358234524919,19.67400409566714,0,1.0986122886681098,3.147918433002165,7,0.8
2936,32,Company Invited,2,7.090909822079984,Small Business,male,1,3,Basic,4,2,0,2,Executive,12.44276795555605,0,Married,No Car,0_child,30s,0,3,32.35119668444573,0,24,0.8461537589036795,8.701236332556677,12.318340276000491,0,1.0986122886681098,3.147918433002165,5,0.8
2937,36,Self Enquiry,2,5.707110264748875,Small Business,male,1,3,Standard,4,2,0,2,Senior Manager,12.792235770982852,0,Married,No Car,0_child,30s,0,3,33.25981300455542,0,8,1.0513201465652797,8.945619420267729,14.966915852049937,0,1.0986122886681098,3.147918433002165,3,0.8
2938,37,Self Enquiry,3,6.803505257608338,Large Business,male,1,3,Standard,4,2,0,2,Senior Manager,12.899222326086994,0,Married,No Car,0_child,30s,0,3,16.768989023913093,0,8,0.8818983410485676,11.726565750988176,20.12278682869571,0,1.0986122886681098,3.147918433002165,27,0.8
2939,34,Company Invited,2,6.928537818164665,Small Business,female,1,4,Basic,4,2,0,2,Executive,12.499212298261194,0,Single,No Car,0_child,30s,0,4,24.998424596522387,0,48,1.1546447764240044,9.614778690970148,12.374220175278582,0,1.0986122886681098,3.147918433002165,5,0.8
2940,28,Company Invited,2,6.928537818164665,Small Business,male,1,3,Basic,4,2,0,1,Executive,12.618169051236178,0,Divorced,Has Car,0_child,20s,0,3,32.807239533214066,0,24,0.4329917911590017,9.244079891015513,12.491987360723817,0,1.0986122886681098,3.147918433002165,5,0.8
2941,42,Self Enquiry,2,7.353081920515432,Salaried,male,2,3,Deluxe,4,5,0,2,Manager,12.611541086966117,1,Married,Has Car,1_child,40s,0,6,32.790006826111906,1,3,0.815984381087844,7.760948361209916,16.647234234795274,1,1.791759469228055,4.187639203842083,15,1.0
2943,29,Company Invited,3,7.090909822079984,Salaried,male,1,3,Standard,4,2,0,2,Senior Manager,12.873212036533538,0,Single,Has Car,0_child,20s,0,3,16.735175647493598,0,16,0.8461537589036795,12.260201939555749,18.40869321224296,0,1.0986122886681098,3.147918433002165,19,0.8
2944,39,Company Invited,3,7.2305631534092925,Small Business,female,2,3,Deluxe,4,2,0,1,Manager,12.63124560520161,0,Divorced,No Car,1_child,30s,0,6,12.63124560520161,1,3,0.4149054418514367,11.482950550183281,13.641745253617737,0,1.0986122886681098,3.147918433002165,35,1.0
2946,59,Company Invited,2,6.8679744089702925,Salaried,male,1,3,Standard,4,8,0,2,Senior Manager,12.926350926565435,0,Divorced,Has Car,0_child,50s,0,3,33.60851240907013,0,8,0.8736200286598874,9.469854158655995,18.484681824988574,1,2.1972245773362196,4.795836866004329,20,0.8
2947,30,Self Enquiry,2,6.175867270105761,Small Business,male,2,3,Deluxe,4,2,0,2,Manager,12.838596298023086,0,Married,Has Car,1_child,30s,0,6,33.38035037486002,1,3,0.9715234699170033,7.900674644937282,13.865684001864933,0,1.0986122886681098,3.147918433002165,21,1.0
2948,27,Self Enquiry,2,6.8679744089702925,Small Business,female,1,3,Basic,4,2,0,2,Executive,12.50518044505117,1,Married,No Car,0_child,20s,0,3,25.01036089010234,0,24,0.8736200286598874,8.744881430105712,12.38012864060066,0,1.0986122886681098,3.147918433002165,5,0.8
2949,28,Company Invited,2,6.493753839851686,Small Business,male,1,3,Deluxe,4,1,0,1,Manager,12.44276795555605,0,Married,Has Car,0_child,20s,0,3,32.35119668444573,0,8,0.46198240247254563,8.322921709402038,13.438189392000535,0,0.6931471805599453,2.539720770839918,21,1.0
2950,47,Company Invited,3,6.580639137284949,Salaried,male,2,3,Standard,4,8,0,1,Senior Manager,12.819407925112,0,Single,No Car,1_child,40s,0,6,16.6652303026456,1,6,0.4558827702619999,11.654007204647272,18.33175333291016,1,2.1972245773362196,4.795836866004329,19,0.8
2951,54,Company Invited,2,6.042632833682381,Small Business,female,1,3,Deluxe,4,1,0,2,AVP,13.062965752519188,1,Single,Has Car,0_child,50s,0,3,26.125931505038377,0,16,0.992944659247747,9.569938280233837,16.45933684817418,0,0.6931471805599453,2.539720770839918,10,1.0
2953,35,Self Enquiry,2,6.493753839851686,Small Business,male,1,3,Basic,4,1,0,1,Executive,12.467555752661772,0,Single,Has Car,0_child,30s,0,3,32.41564495692061,0,48,0.46198240247254563,9.13374047814049,12.342880195135157,0,0.6931471805599453,2.539720770839918,5,0.8
2954,58,Company Invited,1,6.175867270105761,Small Business,male,3,3,Basic,4,6,1,1,Executive,12.864126184847583,0,Divorced,No Car,2_child,50s,0,19,50.17009212090557,1,6,0.48576173495850167,7.146736769359769,12.735484922999108,1,1.9459101490553132,4.41886522358297,11,0.8
2955,42,Company Invited,1,6.398594934535208,Small Business,male,2,4,Basic,5,5,1,2,Executive,12.745853005631483,1,Married,No Car,1_child,40s,0,18,49.70882672196279,1,9,1.2502744871098983,7.081029447573045,12.61839447557517,1,1.791759469228055,5.58351893845611,11,0.6
2956,32,Company Invited,1,6.734591659972948,Large Business,female,3,3,Standard,4,2,0,4,Senior Manager,12.78355922397732,0,Married,No Car,2_child,30s,0,9,38.35067767193196,1,2,1.7818452262402205,6.555671396911446,19.942352389404622,0,1.0986122886681098,3.147918433002165,7,0.8
2957,46,Company Invited,1,6.8679744089702925,Salaried,male,1,3,Basic,4,6,0,4,Executive,12.516846049205352,0,Married,No Car,0_child,40s,0,3,48.81569959190087,0,24,1.7472400573197748,7.585967302548697,15.145383719538478,1,1.9459101490553132,4.41886522358297,13,0.8
2958,36,Company Invited,1,6.8679744089702925,Salaried,female,1,3,Standard,4,5,0,3,Senior Manager,12.809899421711004,0,Married,Has Car,0_child,30s,0,3,38.42969826513301,0,8,1.310430042989831,7.426028650267248,18.318156173046738,1,1.791759469228055,4.187639203842083,1,0.8
2959,33,Company Invited,1,6.580639137284949,Salaried,female,1,3,Standard,4,1,0,3,Senior Manager,12.757371082859844,0,Married,Has Car,0_child,30s,0,3,38.27211324857953,0,8,1.3676483107859998,7.39557743933904,18.24304064848958,0,0.6931471805599453,2.539720770839918,1,0.8
2960,41,Company Invited,1,7.13966033596492,Salaried,male,1,3,Standard,4,2,0,4,Senior Manager,12.866686303752688,0,Married,Has Car,0_child,40s,0,3,50.180076584635486,0,8,1.6807522256418672,7.4589485818856165,18.399361414366346,0,1.0986122886681098,3.147918433002165,1,0.8
2961,50,Self Enquiry,1,7.186144304522325,Salaried,female,2,3,Deluxe,4,6,0,4,AVP,13.008872118883016,0,Divorced,Has Car,1_child,50s,0,6,39.02661635664904,1,3,1.6698801876895595,7.541375141381458,20.033663063079842,1,1.9459101490553132,4.41886522358297,17,1.0
2962,56,Self Enquiry,1,7.039660349862076,Salaried,female,1,3,Standard,4,8,0,4,Senior Manager,12.793862088206213,0,Single,Has Car,0_child,50s,0,3,38.38158626461864,0,16,1.704627695601125,8.123087040130928,18.295222786134886,1,2.1972245773362196,4.795836866004329,1,0.8
2963,46,Company Invited,1,6.042632833682381,Salaried,male,2,3,Standard,4,4,1,3,Senior Manager,12.722366292372373,1,Married,No Car,1_child,40s,0,16,49.617228540252256,1,3,1.4894169888716204,7.067981273540206,18.192983798092495,0,1.6094379124341003,3.9141568686511508,1,0.8
2964,51,Self Enquiry,2,6.398594934535208,Small Business,female,2,3,Standard,4,6,1,1,Senior Manager,12.611541086966117,0,Single,Has Car,1_child,50s,0,16,25.223082173932234,1,6,0.46885293266621186,8.435813436097735,14.755503071750356,1,1.9459101490553132,4.41886522358297,3,0.8
2965,37,Self Enquiry,2,5.8888779583328805,Small Business,female,2,3,Standard,4,1,1,1,Senior Manager,12.899222326086994,1,Divorced,Has Car,1_child,30s,0,16,25.798444652173988,1,3,0.5094349078426629,8.628242358586617,15.092090121521784,0,0.6931471805599453,2.539720770839918,3,0.8
2966,49,Self Enquiry,2,6.175867270105761,Salaried,female,2,3,Standard,4,1,1,1,Senior Manager,12.833723513082989,0,Married,Has Car,1_child,40s,0,16,25.667447026165977,1,3,0.48576173495850167,7.897676008051068,18.352224623708675,0,0.6931471805599453,2.539720770839918,20,0.8
2967,42,Company Invited,2,6.734591659972948,Small Business,female,2,3,Deluxe,4,8,1,2,Manager,12.485921619210297,1,Married,No Car,1_child,40s,0,16,24.971843238420593,1,3,0.8909226131201102,8.003795909750188,13.48479534874712,1,2.1972245773362196,4.795836866004329,21,1.0
2968,39,Company Invited,1,6.985641817639208,Small Business,female,2,3,Deluxe,4,2,0,1,Manager,12.70129009297845,0,Divorced,No Car,1_child,30s,0,6,38.10387027893535,1,3,0.42945230779293625,7.69775157150209,13.717393300416726,0,1.0986122886681098,3.147918433002165,37,1.0
2969,30,Self Enquiry,1,6.493753839851686,Small Business,female,2,3,Standard,4,1,0,1,Executive,12.45786584806928,0,Married,Has Car,1_child,30s,0,6,37.37359754420784,1,3,0.46198240247254563,6.6441951189702815,12.33328718958859,0,0.6931471805599453,2.539720770839918,11,0.8
2970,36,Company Invited,1,6.803505257608338,Salaried,male,2,3,Standard,4,2,0,2,Senior Manager,12.852484549192946,0,Single,No Car,1_child,30s,0,6,50.12468974185249,1,6,0.8818983410485676,7.789384575268452,18.379052905345915,0,1.0986122886681098,3.147918433002165,1,0.8
2971,32,Company Invited,1,6.293419278846481,Small Business,male,2,3,Standard,4,2,0,1,Senior Manager,12.93130214062362,0,Married,Has Car,1_child,30s,0,6,50.432078348432114,1,3,0.47668840531309226,6.896694474999262,15.129623504529636,0,1.0986122886681098,3.147918433002165,8,0.8
2972,54,Self Enquiry,1,6.042632833682381,Salaried,female,2,3,Deluxe,4,2,0,2,Manager,12.851737681090508,0,Single,Has Car,1_child,50s,0,6,38.55521304327152,1,6,0.992944659247747,7.450282713675657,16.964293739039473,0,1.0986122886681098,3.147918433002165,16,1.0
2973,31,Company Invited,1,7.13966033596492,Small Business,female,1,3,Basic,4,2,0,2,Executive,12.429220196836384,0,Married,Has Car,0_child,30s,0,3,37.287660590509155,0,24,0.8403761128209336,7.20534504164428,12.304927994868022,0,1.0986122886681098,3.147918433002165,11,0.8
2974,41,Company Invited,1,7.353081920515432,Large Business,female,2,3,Deluxe,4,3,0,2,Manager,12.811947505966884,1,Single,Has Car,1_child,40s,0,6,38.43584251790065,1,6,0.815984381087844,7.427215945488048,18.449204408592312,0,1.3862943611198906,3.579441541679836,40,1.0
2975,35,Self Enquiry,1,6.175867270105761,Salaried,female,1,3,Standard,4,4,0,2,Senior Manager,12.86222124217788,0,Married,Has Car,0_child,30s,0,3,38.58666372653364,0,8,0.9715234699170033,7.456360140392973,18.39297637631437,0,1.6094379124341003,3.9141568686511508,1,0.8
2976,20,Self Enquiry,1,6.398594934535208,Large Business,female,1,3,Standard,4,1,0,1,Senior Manager,12.493377146710891,0,Divorced,No Car,0_child,20s,0,3,37.48013144013267,0,8,0.46885293266621186,8.32891809780726,19.489668348868992,0,0.6931471805599453,2.539720770839918,7,0.8
2977,32,Company Invited,1,6.734591659972948,Salaried,male,1,3,Standard,4,2,0,2,Senior Manager,12.793862088206213,0,Single,Has Car,0_child,30s,0,3,49.89606214400423,0,16,0.8909226131201102,8.123087040130928,18.295222786134886,0,1.0986122886681098,3.147918433002165,1,0.8
2978,29,Self Enquiry,1,6.398594934535208,Salaried,male,1,3,Standard,4,8,0,2,Senior Manager,12.788556385859913,0,Single,No Car,0_child,20s,0,3,49.87536990485366,0,16,0.9377058653324237,8.525704257239942,18.28763563177968,1,2.1972245773362196,4.795836866004329,1,0.8
2979,50,Self Enquiry,1,6.042632833682381,Salaried,male,1,3,Standard,4,2,0,1,Senior Manager,12.999316260753387,0,Married,No Car,0_child,50s,0,3,50.69733341693821,0,8,0.4964723296238735,7.878373491365688,18.589022252877346,0,1.0986122886681098,3.147918433002165,1,0.8
2980,56,Self Enquiry,1,7.427144133408616,Salaried,male,2,3,Deluxe,5,6,0,1,AVP,13.187534823202824,0,Single,Has Car,1_child,50s,0,6,51.431385810491015,1,6,0.40392376209658654,7.64494772359584,20.308803627732352,1,1.9459101490553132,5.891820298110627,17,0.8
2981,51,Self Enquiry,1,6.175867270105761,Salaried,female,3,4,Deluxe,5,4,0,4,AVP,13.060128334555756,0,Single,Has Car,0_child,50s,0,12,39.18038500366727,0,8,2.5907292531120087,8.292144974321115,20.112597635215867,0,1.6094379124341003,5.218875824868201,17,0.8
2982,48,Company Invited,1,6.175867270105761,Salaried,female,3,3,King,4,4,0,1,VP,13.250362495177542,0,Married,No Car,0_child,40s,0,9,39.75108748553263,0,4,0.48576173495850167,8.030522724350025,21.863098117042945,0,1.6094379124341003,3.9141568686511508,29,0.8
2983,28,Company Invited,1,6.985641817639208,Small Business,female,1,3,Basic,3,12,0,4,Executive,12.465532696850277,1,Married,No Car,0_child,20s,0,3,37.39659809055083,0,24,1.717809231171745,7.554868301121379,12.340877369881776,2,2.5649493574615367,3.5649493574615367,11,1.0
2984,35,Company Invited,2,6.803505257608338,Salaried,male,2,4,Deluxe,4,2,0,1,AVP,13.012863194022207,0,Divorced,Has Car,0_child,30s,0,8,33.83344430445774,0,6,0.5879322273657117,9.533233109173777,20.039809318794198,0,1.0986122886681098,3.147918433002165,14,1.0
2985,54,Company Invited,3,6.660575149839686,Small Business,female,2,4,Standard,4,1,0,2,Senior Manager,13.058978324100217,0,Divorced,Has Car,0_child,50s,0,8,13.058978324100217,0,6,1.2010974758227226,12.437122213428777,15.279004639197254,0,0.6931471805599453,2.539720770839918,22,0.8
2986,32,Self Enquiry,2,6.928537818164665,Small Business,male,2,4,Standard,4,2,0,2,Senior Manager,12.776504019297771,0,Divorced,Has Car,1_child,30s,0,8,33.21891045017421,1,3,1.1546447764240044,8.546156534647336,14.948509702578395,0,1.0986122886681098,3.147918433002165,3,0.8
2987,39,Self Enquiry,2,6.580639137284949,Large Business,female,2,4,Basic,4,2,0,2,Executive,12.695376324820904,0,Single,Has Car,1_child,30s,0,8,25.390752649641808,1,18,1.215687387365333,8.49189051827485,16.757896748763596,0,1.0986122886681098,3.147918433002165,0,0.8
2988,41,Company Invited,3,6.398594934535208,Small Business,male,2,4,Standard,4,8,0,2,Senior Manager,12.886554964229145,0,Divorced,Has Car,0_child,40s,0,8,16.752521453497888,0,6,1.2502744871098983,12.272909489742043,15.0772693081481,1,2.1972245773362196,4.795836866004329,22,0.8
2989,20,Self Enquiry,3,7.090909822079984,Salaried,male,2,4,Standard,4,2,0,2,Senior Manager,12.899222326086994,0,Married,No Car,0_child,20s,0,8,16.768989023913093,0,6,1.1282050118715727,11.726565750988176,18.445887926304405,0,1.0986122886681098,3.147918433002165,19,0.8
2990,55,Self Enquiry,2,6.734591659972948,Small Business,female,2,4,Deluxe,5,3,0,2,AVP,13.0709879743828,0,Single,No Car,0_child,50s,0,8,26.1419759487656,0,12,1.1878968174934803,10.054606134140615,16.46944484772233,0,1.3862943611198906,4.772588722239782,10,0.8
2991,50,Company Invited,3,6.8679744089702925,Small Business,male,2,4,Standard,4,2,0,1,Senior Manager,12.897883934183731,0,Married,Has Car,0_child,50s,0,8,16.76724911443885,0,6,0.5824133524399249,11.215551247116286,15.090524202994967,0,1.0986122886681098,3.147918433002165,22,0.8
2992,31,Self Enquiry,2,6.293419278846481,Small Business,male,2,4,Deluxe,4,2,0,2,Manager,12.734377611619353,0,Married,Has Car,0_child,30s,0,8,33.10938179021032,0,6,1.2711690808349125,8.517978335531337,13.753127820548901,0,1.0986122886681098,3.147918433002165,21,1.0
2993,44,Self Enquiry,2,6.398594934535208,Salaried,male,2,4,Standard,4,8,0,2,Senior Manager,12.923914877701906,0,Divorced,No Car,1_child,40s,0,8,33.602178682024956,1,3,1.2502744871098983,9.037702711679653,18.48119827511373,1,2.1972245773362196,4.795836866004329,20,0.8
2994,40,Company Invited,2,6.580639137284949,Small Business,male,2,4,Standard,4,2,0,1,Senior Manager,13.05121318056352,0,Married,No Car,1_child,40s,0,8,33.933154269465156,1,3,0.6078436936826666,8.366162295233025,15.269919421259319,0,1.0986122886681098,3.147918433002165,3,0.8
2995,50,Self Enquiry,3,6.175867270105761,Small Business,male,2,4,Standard,4,1,0,2,Senior Manager,12.855740658577156,0,Single,Has Car,0_child,50s,0,8,16.712462856150303,0,12,1.2953646265560044,12.243562531978244,15.041216570535273,0,0.6931471805599453,2.539720770839918,22,0.8
2996,45,Self Enquiry,2,6.734591659972948,Salaried,male,2,4,Standard,5,2,0,1,Senior Manager,13.166602247750005,0,Divorced,No Car,1_child,40s,0,8,34.233165844150015,1,3,0.5939484087467402,9.207414159265737,18.828241214282507,0,1.0986122886681098,4.19722457733622,20,0.6
