id,Age_int,TypeofContact_int,CityTier,Duration_int,Occupation_int,Gender_int,NumberOfPersonVisiting,NumberOfFollowups_normalized,ProductPitched_int,PreferredPropertyStar,NumberOfTrips_int,Passport,PitchSatisfactionScore,Designation_int,MonthlyIncome_int,customer_info_kekkon_int,customer_info_car_int,customer_info_child_int,ProdTaken
2642,2,0,1,960,0,0,2.0,5.0,0,5.0,2,0,1,0,258885.0,1,1,1,0
2644,39,1,2,600,0,0,3.0,3.0,2,3.0,7,0,2,1,271110.0,0,1,1,0
2645,21,0,3,1860,1,0,3.0,4.0,0,3.0,3,0,2,1,300000.0,0,0,1,0
2646,65,1,3,780,0,1,3.0,4.0,0,4.0,7,0,2,0,360000.0,2,0,2,0
2647,34,0,2,960,0,0,3.0,3.0,2,3.0,5,0,2,1,310110.0,2,0,1,0
2648,34,1,2,540,1,1,3.0,4.0,1,3.0,3,0,1,2,367950.0,0,0,1,0
2649,49,0,2,540,1,0,3.0,4.0,2,3.0,5,0,1,1,336570.0,2,0,1,0
2650,28,0,2,420,1,0,3.0,3.0,0,3.0,2,0,2,0,348360.0,1,0,1,0
2651,36,0,2,1380,0,0,3.0,3.0,2,3.0,2,0,2,1,316740.0,1,0,1,0
2652,30,0,2,900,0,1,3.0,3.0,2,3.0,3,0,1,1,340740.0,2,0,1,0
2654,31,0,3,1260,0,1,3.0,3.0,1,3.0,2,0,1,2,400000.0,0,0,2,0
2655,43,1,2,660,1,0,3.0,3.0,0,3.0,2,0,2,0,260000.0,1,0,1,0
2656,37,0,2,600,0,1,3.0,3.0,1,3.0,2,0,2,2,400000.0,1,1,1,0
2657,34,1,3,2040,0,1,3.0,3.0,2,3.0,3,0,2,1,321210.0,0,1,1,0
2658,43,0,2,1800,1,1,3.0,2.0,2,3.0,5,0,2,1,351375.0,2,0,1,0
2659,32,1,3,840,1,0,3.0,2.0,2,3.0,2,0,1,1,370000.0,2,0,2,0
2660,32,1,2,420,0,0,3.0,1.0,0,3.0,2,0,2,0,254505.0,1,1,1,0
2662,35,0,2,1620,0,0,3.0,4.0,1,3.0,2,0,2,2,353940.0,1,0,1,0
2663,32,0,2,1200,1,0,3.0,3.0,1,3.0,1,1,2,2,342390.0,1,1,1,0
2664,55,0,3,540,2,0,3.0,4.0,0,3.0,5,1,1,0,310155.0,2,0,2,0
2665,39,0,1,360,0,0,3.0,3.0,1,3.0,2,0,2,2,337455.0,1,1,2,0
2666,53,0,1,420,0,0,3.0,3.0,1,3.0,5,0,1,2,390000.0,1,1,2,0
2667,3,0,1,300,0,1,3.0,3.0,1,3.0,2,0,1,2,364830.0,1,0,1,0
2668,35,0,1,1320,0,0,3.0,3.0,0,3.0,5,0,2,0,300000.0,2,1,2,0
2669,54,0,1,480,2,0,3.0,4.0,0,3.0,2,0,1,0,361800.0,1,1,1,0
2670,41,0,1,420,0,0,3.0,3.0,0,3.0,5,0,2,0,352335.0,1,0,1,1
2671,38,1,1,1500,1,0,3.0,3.0,2,3.0,5,0,2,1,325725.0,0,0,1,0
2672,42,0,1,1800,0,0,3.0,3.0,2,3.0,3,0,2,1,309030.0,1,0,1,0
2673,41,0,1,1980,1,1,3.0,4.0,2,3.0,5,0,2,1,429660.0,2,0,1,0
2674,32,1,1,900,1,1,3.0,4.0,0,3.0,2,0,1,0,263040.0,2,1,1,0
2675,42,0,2,480,0,0,3.0,1.0,2,3.0,3,1,1,1,357600.0,2,0,1,0
2676,52,0,2,480,2,0,4.0,4.0,1,4.0,5,0,3,2,532950.0,0,1,3,0
2677,31,0,1,480,2,1,3.0,3.0,0,3.0,5,1,2,0,260475.0,2,1,1,1
2678,43,0,2,2160,1,0,3.0,4.0,2,3.0,5,0,5,1,379440.0,1,0,2,0
2679,48,0,1,480,1,0,3.0,2.0,0,3.0,7,0,2,0,300000.0,0,0,2,1
2680,45,0,1,1800,1,0,3.0,3.0,3,3.0,3,0,1,3,498405.0,1,0,1,0
2681,52,0,2,1380,0,1,3.0,3.0,2,3.0,2,0,4,1,300000.0,1,0,2,0
2683,33,0,2,1980,0,0,4.0,3.0,2,3.0,5,0,3,1,355680.0,1,0,3,0
2684,42,0,2,1500,0,0,3.0,3.0,2,3.0,3,0,4,1,343185.0,2,0,2,0
2685,39,0,1,480,1,1,4.0,4.0,0,4.0,7,0,4,0,341970.0,1,0,3,0
2686,31,1,1,960,1,1,4.0,4.0,0,3.0,3,0,3,0,340170.0,1,0,3,1
2687,33,0,1,840,1,1,3.0,2.0,0,3.0,3,0,4,0,304440.0,2,1,2,0
2688,29,1,1,660,1,0,3.0,1.0,0,3.0,3,0,3,0,300000.0,1,1,2,0
2689,35,1,1,1320,1,1,3.0,2.0,0,3.0,2,0,4,0,270000.0,1,1,2,0
2690,38,0,1,1920,0,0,3.0,4.0,2,3.0,5,0,4,1,374265.0,2,1,2,0
2691,27,1,2,900,1,0,3.0,5.0,1,4.0,2,0,3,2,426315.0,0,1,2,0
2692,37,0,2,1500,1,0,3.0,5.0,2,4.0,2,0,5,1,372495.0,2,1,2,0
2693,34,0,2,1020,1,1,3.0,5.0,2,5.0,3,0,5,1,300435.0,2,1,2,0
2694,28,0,2,960,0,1,3.0,5.0,1,4.0,2,0,4,2,396570.0,2,1,2,0
2695,37,0,2,2040,1,0,3.0,3.0,2,3.0,4,0,4,1,330480.0,1,0,1,0
2697,41,0,2,420,1,0,3.0,3.0,2,3.0,5,0,3,1,273990.0,1,1,1,0
2698,42,0,3,480,0,0,3.0,3.0,2,3.0,1,0,4,1,266190.0,1,1,1,0
2699,23,0,2,480,2,0,3.0,3.0,0,3.0,1,1,5,0,263280.0,0,1,1,1
2700,34,1,2,780,1,1,3.0,6.0,0,4.0,3,0,3,0,310000.0,0,0,2,0
2701,5,0,1,480,2,0,3.0,4.0,0,3.0,5,0,5,0,380000.0,1,1,2,0
2702,55,0,3,2040,1,1,4.0,3.0,2,4.0,4,0,1,1,300000.0,2,0,1,0
2703,56,0,1,420,0,0,3.0,4.0,0,3.0,5,0,4,0,314745.0,1,0,1,0
2704,25,0,1,780,0,1,3.0,4.0,0,3.0,5,0,4,0,317610.0,0,1,1,0
2705,18,0,1,960,0,0,3.0,4.0,3,3.0,2,0,3,3,410000.0,1,0,2,0
2707,34,1,1,480,1,0,3.0,3.0,1,3.0,1,0,3,4,442545.0,0,0,2,0
2708,46,0,3,720,2,0,3.0,2.0,2,3.0,3,0,4,1,400000.0,2,0,1,0
2709,51,0,2,420,0,1,3.0,6.0,3,5.0,6,0,3,3,572025.0,2,1,2,0
2710,53,0,1,420,2,0,3.0,3.0,1,3.0,1,0,5,4,559950.0,1,1,1,0
2711,37,1,1,900,1,1,3.0,4.0,0,3.0,2,0,2,0,268650.0,0,1,0,0
2712,59,0,1,840,0,0,3.0,3.0,1,3.0,5,0,5,4,572460.0,0,1,1,0
2713,34,1,1,1080,0,0,3.0,3.0,0,3.0,3,0,4,0,490935.0,1,0,2,0
2714,38,0,1,540,2,0,4.0,4.0,0,3.0,5,0,2,0,328020.0,2,1,2,1
2715,37,0,1,660,0,0,4.0,2.0,0,3.0,3,0,1,0,300000.0,1,0,1,0
2716,22,0,1,420,0,1,4.0,4.0,0,3.0,3,0,2,0,307920.0,0,0,1,0
2717,45,0,2,600,1,0,3.0,3.0,2,3.0,2,0,3,1,345210.0,2,0,1,0
2718,46,1,1,420,1,0,4.0,4.0,0,3.0,2,0,2,0,310000.0,1,0,3,0
2719,28,0,1,900,0,0,3.0,4.0,0,3.0,3,0,4,0,328275.0,1,0,2,0
2720,3,0,1,540,0,0,4.0,2.0,0,3.0,5,0,2,0,392325.0,1,1,2,0
2721,54,0,2,480,1,1,3.0,4.0,0,3.0,5,0,3,0,277815.0,1,0,1,0
2722,38,0,2,1020,1,1,3.0,4.0,0,3.0,2,0,3,0,262425.0,2,0,1,0
2723,48,0,1,600,2,0,4.0,4.0,1,3.0,2,0,2,0,538785.0,1,1,3,0
2725,45,0,3,420,0,1,3.0,3.0,2,3.0,3,0,5,0,320000.0,2,1,1,0
2726,43,0,2,900,0,0,3.0,4.0,1,3.0,5,0,3,4,375795.0,1,1,1,0
2727,27,1,2,840,0,0,3.0,3.0,2,3.0,2,0,4,1,330000.0,1,1,0,0
2728,31,0,2,480,1,0,3.0,3.0,1,4.0,2,1,3,2,405405.0,1,0,1,1
2729,39,0,2,600,1,0,3.0,2.0,2,3.0,3,0,3,1,300000.0,0,0,1,0
2732,45,0,1,420,1,0,3.0,4.0,1,5.0,2,0,4,4,573285.0,2,1,-1,0
2733,32,0,2,1560,0,0,3.0,3.0,2,3.0,3,0,3,1,330000.0,1,1,1,0
2734,31,0,2,720,0,0,3.0,2.0,2,3.0,2,0,4,1,333030.0,0,0,1,0
2735,35,0,1,600,2,1,3.0,4.0,0,3.0,2,0,3,0,270000.0,1,0,1,0
2737,47,0,1,420,0,0,2.0,5.0,1,5.0,5,0,5,4,522105.0,1,1,-1,0
2738,51,0,2,780,0,0,3.0,3.0,1,4.0,5,0,2,2,331155.0,1,1,2,0
2739,30,1,2,420,1,1,3.0,3.0,2,4.0,4,0,2,1,315585.0,0,1,2,0
2740,44,0,2,1740,1,1,3.0,3.0,2,5.0,3,0,2,1,376665.0,1,1,2,0
2741,31,0,1,900,0,1,4.0,4.0,0,3.0,5,0,4,4,330000.0,1,0,1,0
2742,26,1,2,1080,1,0,3.0,4.0,1,4.0,2,0,3,2,473385.0,1,0,2,0
2743,25,0,2,600,1,0,2.0,4.0,2,4.0,2,0,4,1,300000.0,1,1,1,0
2744,35,1,2,600,1,1,2.0,4.0,0,5.0,3,0,3,0,315360.0,2,0,1,0
2745,25,0,2,1080,1,1,2.0,4.0,2,5.0,3,0,3,1,330600.0,2,0,1,0
2746,45,0,2,1020,2,0,3.0,4.0,2,5.0,5,0,3,1,400000.0,2,0,2,0
2747,38,1,2,540,1,0,2.0,4.0,1,4.0,2,0,4,2,364935.0,1,0,1,0
2748,43,0,2,840,1,0,2.0,4.0,2,5.0,2,0,4,1,300000.0,0,0,1,0
2749,22,0,1,540,2,0,3.0,1.0,0,3.0,3,0,4,0,264780.0,0,0,1,1
2750,34,0,1,840,1,0,3.0,3.0,0,3.0,2,0,4,0,267450.0,1,0,1,0
2751,23,0,2,1080,1,0,4.0,4.0,0,3.0,3,0,4,0,318030.0,1,0,2,0
2752,52,0,3,1020,0,0,3.0,4.0,1,4.0,6,0,4,2,360060.0,0,1,2,0
2753,39,0,2,720,0,0,3.0,5.0,2,4.0,7,0,4,1,344175.0,2,0,2,0
2754,42,1,2,840,0,1,3.0,4.0,1,4.0,1,0,3,2,370260.0,0,1,2,0
2755,44,1,2,480,0,1,3.0,4.0,1,4.0,2,0,3,2,418530.0,1,1,2,0
2756,36,0,2,840,0,0,3.0,4.0,2,4.0,2,0,3,1,423645.0,0,0,2,0
2757,34,0,3,660,0,1,3.0,5.0,1,4.0,1,0,4,2,425955.0,1,1,2,0
2758,36,0,3,960,0,0,2.0,4.0,1,4.0,2,0,3,2,408780.0,0,0,1,0
2759,43,0,2,600,0,1,3.0,4.0,1,4.0,4,0,3,2,433320.0,2,1,2,0
2760,29,0,2,660,0,0,3.0,4.0,2,4.0,5,0,3,1,360000.0,0,0,2,0
2761,42,0,1,900,0,1,3.0,3.0,0,3.0,5,1,3,0,266685.0,1,0,1,0
2762,36,1,1,600,0,0,3.0,4.0,0,3.0,4,1,3,0,269925.0,2,0,1,1
2763,43,0,2,480,1,1,2.0,4.0,2,4.0,3,1,3,1,374415.0,0,1,1,1
2764,32,0,2,780,1,1,2.0,4.0,1,4.0,1,1,3,2,267045.0,0,0,1,0
2765,48,0,1,420,1,0,3.0,3.0,0,4.0,4,0,2,0,507720.0,2,0,2,0
2767,26,0,3,720,1,0,2.0,5.0,0,4.0,2,0,4,0,338580.0,0,1,1,0
2768,27,0,1,420,1,1,3.0,4.0,0,4.0,1,0,4,0,262725.0,2,1,2,0
2769,36,0,1,1620,1,0,2.0,4.0,2,4.0,3,0,3,2,334290.0,1,1,1,0
2770,58,0,1,660,2,0,3.0,4.0,1,4.0,2,0,4,2,481545.0,1,1,2,0
2771,31,0,1,840,2,0,2.0,4.0,0,4.0,2,0,4,2,346740.0,0,1,1,0
2772,34,0,1,540,1,0,3.0,4.0,1,5.0,3,0,4,2,394530.0,1,0,2,0
2773,54,0,1,900,1,1,2.0,4.0,1,4.0,2,0,3,2,425670.0,0,1,1,0
2774,48,0,1,900,2,0,2.0,4.0,0,4.0,1,0,4,0,280050.0,2,1,1,0
2775,44,0,1,540,2,0,3.0,4.0,3,5.0,6,0,3,3,445620.0,0,1,2,0
2776,51,0,1,540,1,0,3.0,4.0,0,5.0,5,0,3,0,361905.0,1,1,2,0
2777,36,0,1,480,2,1,2.0,4.0,0,5.0,1,0,4,0,266535.0,1,1,1,0
2778,26,0,1,1020,1,0,2.0,4.0,1,4.0,1,0,4,2,350000.0,1,1,1,0
2779,51,0,1,540,1,0,3.0,4.0,0,5.0,3,0,3,0,352695.0,0,1,2,0
2780,26,0,1,540,0,0,3.0,4.0,3,4.0,2,0,3,3,525690.0,1,1,-1,0
2781,46,1,3,780,1,1,2.0,4.0,1,4.0,2,0,1,2,367995.0,0,0,1,0
2782,50,1,3,780,2,1,1.0,4.0,1,4.0,1,0,1,2,386160.0,0,1,0,0
2783,37,1,2,1200,0,0,2.0,4.0,2,4.0,1,0,2,1,342390.0,2,1,1,0
2784,54,1,2,480,0,1,2.0,4.0,1,4.0,2,0,1,2,356580.0,0,1,1,0
2785,51,1,3,780,1,1,1.0,4.0,2,4.0,7,0,1,1,364875.0,0,1,0,0
2786,32,1,1,720,0,1,2.0,4.0,1,4.0,1,0,3,2,365580.0,0,1,1,0
2787,45,0,1,420,0,0,3.0,4.0,1,5.0,3,0,5,4,500325.0,2,1,2,0
2788,48,1,1,540,0,0,2.0,4.0,3,4.0,7,0,3,0,479115.0,2,0,1,0
2789,57,0,1,540,0,1,3.0,4.0,1,4.0,6,0,3,2,358605.0,0,1,2,0
2790,48,1,1,780,0,1,3.0,4.0,1,4.0,2,0,3,2,400000.0,0,1,2,0
2791,60,1,1,1980,2,0,3.0,4.0,3,5.0,5,1,3,3,562860.0,1,1,2,0
2792,8,1,2,1620,0,0,2.0,4.0,2,4.0,1,0,4,0,296100.0,0,0,1,0
2793,44,0,1,660,0,0,3.0,5.0,0,5.0,3,0,4,4,567525.0,1,0,-1,0
2794,50,0,1,960,1,1,2.0,4.0,1,5.0,5,0,4,2,317595.0,0,0,1,0
2795,45,0,1,780,2,0,1.0,4.0,1,4.0,1,0,5,2,345330.0,0,1,0,0
2796,31,0,1,900,2,1,1.0,4.0,0,4.0,2,0,3,0,345060.0,2,0,0,1
2797,35,0,2,1080,1,0,2.0,4.0,1,4.0,4,1,2,2,394860.0,0,0,1,0
2798,45,1,3,960,1,0,2.0,4.0,1,4.0,2,1,1,2,468840.0,2,0,1,0
2800,36,0,1,480,1,1,2.0,4.0,1,5.0,7,0,2,2,464130.0,0,0,1,0
2801,60,0,1,660,1,0,2.0,4.0,3,4.0,5,0,2,3,572265.0,2,1,1,0
2802,56,0,1,420,0,1,2.0,4.0,1,4.0,5,0,1,2,400000.0,2,0,1,0
2803,36,1,1,480,1,1,2.0,4.0,3,5.0,2,0,1,1,450000.0,1,0,1,0
2804,48,0,1,360,0,1,2.0,4.0,1,4.0,2,0,5,2,330105.0,0,0,1,0
2805,36,1,1,420,0,1,2.0,4.0,1,4.0,2,0,4,2,365355.0,0,1,1,0
2806,39,0,3,660,0,0,2.0,4.0,1,3.0,2,0,1,2,394005.0,2,0,0,0
2807,33,0,1,540,2,1,1.0,4.0,1,4.0,1,1,2,2,390000.0,1,1,0,0
2808,45,0,1,900,0,0,3.0,3.0,2,3.0,5,0,4,1,315495.0,1,0,1,0
2809,56,1,1,540,0,0,3.0,3.0,2,3.0,3,0,1,1,335205.0,0,1,2,0
2810,5,1,3,420,0,0,3.0,4.0,3,4.0,5,0,1,3,432105.0,2,1,1,0
2811,52,0,1,1020,1,0,4.0,4.0,2,3.0,7,0,3,1,355125.0,1,0,0,0
2812,40,0,2,2040,1,1,3.0,4.0,2,3.0,3,0,3,1,355290.0,0,1,1,0
2813,34,0,2,360,1,0,3.0,3.0,1,3.0,2,0,5,2,375150.0,1,1,1,0
2814,35,0,2,720,1,1,3.0,3.0,2,3.0,2,0,4,1,332010.0,0,0,1,0
2815,31,0,2,1980,1,1,3.0,3.0,2,3.0,3,0,4,1,367485.0,1,0,1,0
2816,52,0,2,480,1,0,3.0,3.0,2,3.0,5,0,3,1,300000.0,2,0,1,0
2817,30,0,2,1800,1,0,3.0,3.0,2,4.0,3,0,3,1,314730.0,1,1,1,0
2818,27,0,2,540,1,1,3.0,3.0,0,4.0,2,0,3,0,269070.0,2,1,1,0
2819,36,0,2,1500,1,0,3.0,3.0,2,3.0,5,0,4,1,339645.0,1,0,1,0
2821,27,0,2,960,1,0,3.0,4.0,0,3.0,2,0,4,0,357510.0,1,0,2,0
2822,20,0,2,900,1,1,3.0,4.0,0,3.0,3,0,4,0,313815.0,2,1,1,1
2823,37,0,2,420,0,1,3.0,3.0,2,3.0,5,0,4,1,337860.0,1,0,1,0
2824,42,0,2,780,0,0,3.0,3.0,2,3.0,1,0,4,1,330000.0,1,1,1,0
2825,30,0,2,1500,0,1,3.0,3.0,2,4.0,3,1,4,1,362850.0,0,0,1,1
2826,37,0,1,1140,1,0,3.0,4.0,0,4.0,5,0,3,0,273015.0,1,0,2,0
2827,51,0,1,1860,1,0,3.0,3.0,2,3.0,5,0,3,1,371370.0,1,0,1,0
2828,42,0,1,840,1,0,3.0,3.0,3,4.0,1,0,3,3,504540.0,2,1,2,0
2829,31,0,1,1440,1,1,3.0,3.0,2,3.0,2,0,3,1,300225.0,0,1,1,0
2830,35,1,2,2040,1,0,3.0,3.0,2,3.0,2,0,4,1,341880.0,1,0,1,0
2832,44,0,2,660,1,0,2.0,5.0,1,4.0,2,0,4,2,406980.0,1,1,1,0
2833,40,0,2,1620,1,1,2.0,5.0,0,4.0,2,0,3,0,400000.0,1,1,1,0
2835,28,0,2,660,1,0,2.0,5.0,0,4.0,3,0,4,0,311565.0,0,0,1,0
2836,35,1,3,480,1,1,2.0,5.0,2,5.0,3,0,4,1,369705.0,0,0,1,0
2837,37,0,2,2160,0,1,3.0,2.0,2,3.0,6,0,3,1,345300.0,1,0,1,0
2840,35,1,1,1980,1,0,3.0,2.0,2,3.0,3,0,3,1,350000.0,1,1,1,0
2841,49,0,1,1440,0,1,3.0,3.0,2,3.0,2,0,3,1,348840.0,1,0,1,0
2842,41,1,1,1980,0,1,3.0,3.0,2,3.0,2,0,3,1,310290.0,1,0,1,0
2844,38,0,1,780,0,0,3.0,4.0,2,3.0,3,0,4,1,300000.0,0,0,1,0
2845,37,0,1,840,0,0,3.0,3.0,0,3.0,5,0,3,0,350000.0,2,0,1,0
2846,49,1,3,780,0,0,3.0,5.0,1,4.0,5,0,4,2,378615.0,0,1,2,0
2847,25,0,2,660,0,0,2.0,5.0,1,4.0,2,0,4,2,400000.0,1,1,1,0
2848,25,1,1,1020,1,0,3.0,3.0,0,3.0,2,1,4,0,253125.0,1,0,1,0
2849,43,1,1,900,1,1,3.0,3.0,3,4.0,3,0,5,3,564240.0,2,1,2,0
2850,29,0,1,900,0,1,3.0,3.0,2,3.0,2,1,4,1,350000.0,1,1,1,0
2851,53,0,1,840,0,0,3.0,3.0,1,4.0,6,0,5,4,575250.0,1,1,2,0
2852,59,0,1,1860,1,1,2.0,5.0,3,4.0,6,0,1,3,465645.0,0,0,1,0
2853,20,0,1,960,1,1,2.0,5.0,0,4.0,3,0,3,0,318060.0,0,0,1,0
2854,27,0,1,600,2,0,3.0,5.0,0,4.0,2,0,4,0,347280.0,1,0,2,0
2855,41,1,1,540,1,1,2.0,5.0,1,4.0,2,0,3,2,455970.0,0,0,1,0
2856,25,0,1,480,1,1,3.0,5.0,0,5.0,3,0,3,0,309915.0,2,1,2,0
2859,53,0,1,600,0,0,3.0,5.0,1,4.0,1,0,3,2,340000.0,0,1,2,0
2860,54,1,2,900,2,0,2.0,4.0,1,4.0,2,0,3,2,400000.0,1,0,1,0
2861,35,0,2,900,1,0,2.0,4.0,0,4.0,5,1,3,0,261270.0,1,0,1,1
2862,32,1,3,720,0,1,3.0,6.0,0,4.0,4,1,3,0,317820.0,0,0,2,1
2863,51,0,1,840,2,0,4.0,4.0,0,3.0,5,0,4,0,350000.0,2,0,1,0
2864,38,0,2,1320,1,0,2.0,1.0,2,4.0,2,0,2,1,267015.0,1,1,1,0
2865,36,0,2,540,1,0,4.0,4.0,0,3.0,5,0,3,0,353745.0,1,0,1,0
2866,44,0,1,780,1,0,2.0,3.0,0,4.0,7,0,2,0,261240.0,2,1,1,1
2867,57,1,1,600,1,1,2.0,3.0,3,5.0,4,0,2,3,574155.0,1,0,0,0
2869,34,0,1,720,1,1,4.0,4.0,0,3.0,5,0,4,0,312855.0,2,0,1,0
2870,29,0,1,960,1,0,4.0,4.0,0,3.0,3,0,3,0,311910.0,2,1,1,0
2871,30,0,2,1440,0,1,2.0,1.0,0,4.0,6,0,4,0,251280.0,1,1,1,0
2872,23,0,2,480,1,1,2.0,1.0,2,4.0,1,1,4,1,352215.0,0,0,1,0
2873,32,0,1,540,1,1,2.0,3.0,0,4.0,2,0,3,0,271065.0,1,1,1,0
2874,25,0,1,900,2,0,2.0,1.0,0,4.0,2,0,4,0,260000.0,1,1,1,0
2875,41,0,1,480,0,1,2.0,3.0,2,3.0,3,1,3,1,365835.0,1,0,1,0
2876,38,0,1,960,0,1,4.0,2.0,2,3.0,3,0,4,1,361950.0,1,1,1,0
2877,38,1,2,900,0,1,2.0,3.0,2,4.0,5,0,2,1,309435.0,1,0,1,0
2878,57,1,3,1800,1,1,2.0,3.0,3,4.0,2,0,2,3,399960.0,2,0,1,0
2880,33,0,2,1920,0,0,2.0,3.0,2,4.0,4,0,1,1,333285.0,1,0,1,0
2881,50,1,3,780,2,0,3.0,3.0,1,4.0,2,0,1,2,367065.0,1,1,2,0
2882,29,0,3,780,2,1,3.0,3.0,1,4.0,2,0,2,2,400000.0,0,0,2,0
2883,40,1,2,960,1,1,3.0,3.0,1,4.0,2,0,2,2,345810.0,1,0,2,1
2884,41,1,2,660,1,0,2.0,3.0,1,4.0,2,0,2,2,351660.0,2,0,1,0
2885,55,0,2,780,1,1,3.0,3.0,1,4.0,2,0,1,2,460710.0,2,1,2,0
2887,57,1,2,420,0,0,3.0,4.0,1,4.0,7,0,1,2,360810.0,2,0,2,0
2888,34,0,3,1260,1,1,2.0,3.0,1,4.0,7,0,2,2,360000.0,2,1,1,0
2889,31,1,2,720,1,1,2.0,3.0,2,4.0,7,0,2,1,276165.0,2,0,1,1
2890,33,0,2,840,0,0,3.0,3.0,1,4.0,5,0,2,2,418470.0,1,0,2,0
2891,41,1,3,660,0,1,3.0,3.0,1,4.0,2,0,1,2,340995.0,0,0,2,0
2892,37,1,3,1080,1,0,2.0,3.0,1,4.0,2,0,2,2,412785.0,0,1,1,0
2893,36,0,2,1800,1,0,2.0,3.0,3,4.0,2,0,2,3,400000.0,0,0,1,0
2894,53,1,2,780,1,1,3.0,3.0,1,4.0,2,1,1,2,393075.0,1,0,2,0
2895,38,0,2,540,1,1,3.0,3.0,0,5.0,5,1,2,0,263940.0,0,1,2,0
2896,33,1,2,540,0,0,2.0,3.0,2,4.0,1,1,1,1,263070.0,2,1,1,0
2897,10,1,2,780,2,1,2.0,3.0,1,4.0,5,1,2,2,395460.0,1,0,1,0
2898,34,0,1,420,0,0,2.0,3.0,1,4.0,1,0,2,2,346410.0,1,1,1,0
2899,40,0,1,720,1,0,2.0,3.0,1,4.0,2,0,1,2,359430.0,0,1,1,0
2900,35,1,1,480,0,0,3.0,3.0,1,4.0,2,0,2,2,272220.0,0,1,2,0
2901,35,0,1,480,1,0,3.0,4.0,0,4.0,3,0,2,0,344190.0,2,0,2,0
2902,30,1,1,1260,0,0,2.0,3.0,0,4.0,7,0,2,2,352710.0,0,0,1,0
2903,22,0,1,1620,1,1,2.0,3.0,0,4.0,2,0,2,0,305640.0,0,0,1,0
2904,55,0,1,900,0,0,3.0,3.0,1,4.0,2,0,2,2,371505.0,0,1,2,0
2905,32,1,1,420,1,0,3.0,4.0,0,4.0,2,0,2,2,318510.0,0,0,2,0
2906,36,1,1,1080,0,0,2.0,3.0,2,4.0,3,0,1,1,330000.0,2,1,1,0
2907,37,0,1,480,0,0,3.0,3.0,1,5.0,1,0,2,2,400000.0,1,0,2,0
2908,29,1,1,960,0,0,2.0,3.0,1,4.0,2,0,1,2,465585.0,2,1,1,0
2909,47,0,1,1380,0,0,2.0,4.0,1,4.0,2,0,1,2,409185.0,1,1,1,0
2910,39,0,1,780,2,0,3.0,4.0,1,4.0,3,0,1,2,376800.0,1,1,2,0
2911,48,1,1,480,0,0,2.0,3.0,1,4.0,2,0,1,2,368025.0,0,0,1,0
2912,35,0,1,1380,1,1,2.0,4.0,1,4.0,2,0,1,2,364545.0,2,1,1,0
2913,53,0,2,420,1,0,3.0,4.0,1,5.0,7,0,4,4,500000.0,1,1,2,0
2914,42,0,3,840,1,1,3.0,3.0,1,4.0,5,0,4,2,404610.0,1,1,2,0
2916,35,1,3,1320,1,1,1.0,3.0,0,4.0,2,0,3,0,257370.0,2,1,0,0
2917,35,0,2,1380,1,1,1.0,4.0,2,4.0,2,0,3,1,337725.0,2,1,0,0
2918,56,0,2,1380,1,1,1.0,3.0,2,4.0,4,0,3,1,318630.0,2,0,0,0
2919,36,0,3,720,1,1,1.0,3.0,2,4.0,4,0,3,1,300000.0,2,0,0,0
2920,37,1,2,1080,1,1,2.0,3.0,0,4.0,5,0,3,0,269010.0,2,0,1,1
2921,34,1,2,660,1,1,3.0,3.0,0,3.0,5,1,4,0,260010.0,2,1,0,1
2922,35,1,2,360,0,1,1.0,3.0,1,4.0,2,0,3,2,368655.0,0,1,0,0
2923,37,1,2,900,0,0,1.0,3.0,2,4.0,1,0,4,1,276225.0,0,1,0,0
2924,57,0,2,720,0,0,1.0,3.0,1,4.0,5,0,4,2,400000.0,0,1,0,0
2925,35,0,2,900,0,1,1.0,3.0,0,4.0,5,0,3,0,256230.0,0,0,0,0
2927,56,1,3,540,0,1,1.0,3.0,1,4.0,2,1,3,2,345330.0,0,1,0,0
2928,39,0,1,780,1,0,1.0,3.0,0,4.0,3,0,3,0,259020.0,0,0,0,0
2930,20,0,1,1260,1,1,1.0,3.0,1,4.0,3,0,3,2,262905.0,2,0,0,0
2931,53,1,1,960,1,1,1.0,3.0,1,4.0,1,0,4,2,400000.0,1,1,0,0
2932,41,0,1,600,1,1,2.0,3.0,1,5.0,3,0,4,4,470000.0,0,0,1,0
2933,43,1,1,1560,2,0,1.0,3.0,2,4.0,5,0,4,1,330000.0,0,1,0,0
2934,30,0,1,720,1,0,1.0,3.0,2,4.0,2,0,4,1,249120.0,1,1,0,0
2935,33,0,1,360,2,0,1.0,3.0,1,4.0,2,0,3,2,300000.0,1,0,0,0
2936,32,1,2,1200,1,0,1.0,3.0,0,4.0,2,0,2,0,253410.0,1,0,0,0
2937,36,0,2,300,1,0,1.0,3.0,1,4.0,2,0,2,2,359415.0,1,0,0,0
2938,37,0,3,900,2,0,1.0,3.0,1,4.0,2,0,2,2,400000.0,1,0,0,0
2939,34,1,2,1020,1,1,1.0,4.0,0,4.0,2,0,2,0,268125.0,0,0,0,0
2940,28,1,2,1020,1,0,1.0,3.0,0,4.0,2,0,1,0,301995.0,2,1,0,0
2941,42,0,2,1560,0,0,2.0,3.0,2,4.0,5,0,2,1,300000.0,1,1,1,1
2943,29,1,3,1200,0,1,1.0,3.0,1,4.0,2,0,2,2,389730.0,0,1,0,0
