id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken,Age_int
2826,３７歳,Self Enquiry,1,19分,Small Business,Male,3.0,4.0,Basic,4.0,5,0,3,Executive,273015.0,結婚済み	自動車未所有	子供2人,0,37
2827,51歳,Self Enquiry,1,31分,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,3,Manager,371370.0,"結婚済み,車保有なし,子供1人",0,51
2828,42歳,Self Enquiry,1,14分,Small Business,male,3.0,3.0,Super Deluxe,4.0,1,0,3,AVP,504540.0,離婚済み、車所持、こども2人,0,42
2829,31歳,Self Enquiry,1,1440秒,Small Business,female,3.0,3.0,Deluxe,3.0,2,0,3,Manager,300225.0,独身 車所持 子供1人,0,31
2830,35歳,Company Invited,2,34分,Small Business,Male,3.0,3.0,DELUXE,3.0,2,0,4,Manager,341880.0,結婚済み 車なし 1児,0,35
2832,44歳,Self Enquiry,2,11分,Small Business,Male,2.0,5.0,Standard,4.0,2,0,4,Senior Manager,406980.0,結婚済み/乗用車所持/子供1人,0,44
2833,40才,Self Enquiry,2,1620秒,Small Business,Ｆｅｍａｌｅ,2.0,5.0,Basic,4.0,2,0,3,Executive,月収40.0万円,結婚済み、乗用車所持、子供1人,0,40
2835,28歳,Self Enquiry,2,11分,Small Business,Male,2.0,5.0,Basic,4.0,3,0,4,Exеcｕtivе,311565.0,未婚 車保有なし 子供有り 1人,0,28
2836,35歳,Company Invited,3,8分,Small Business,Female,2.0,5.0,Deluxe,5.0,3,0,4,Manager,369705.0,未婚/車なし/子供1人,0,35
2837,37歳,Self Enquiry,2,2160秒,Salaried,Ｆｅｍａｌｅ,3.0,2.0,Deluxe,3.0,6,0,3,Manager,345300.0,"結婚済み、自動車未所有,子供1人",0,37
2840,30代,Company Invited,1,1980秒,Small Business,Male,3.0,2.0,Deluxe,3.0,3,0,3,Manager,月収35.0万円,結婚済み　車保有　子供1人,0,35
2841,49歳,Self Enquiry,1,1440秒,Salaried,female,3.0,300.0,Deluxe,3.0,2,0,3,Manager,348840.0,結婚済み、自動車未所有、子供1人,0,49
2842,41歳,Company Invited,1,1980秒,Salaried,Female,3.0,3.0,Deluxe,3.0,2,0,3,Manager,310290.0,結婚済み／車未所持／こども1人,0,41
2844,38才,Self Enquiry,1,13分,Salaried,Male,3.0,4.0,Deluxe,3.0,3,0,4,Manager,月収30.0万円,"未婚,自動車未所有,子供有り(1人)",0,38
2845,37歳,Self Enquiry,1,14分,Salaried,male,3.0,3.0,Basic,3.0,5,0,3,Executive,月収35.0万円,離婚済み/車未所持/子供有り(1人),0,37
2846,49歳,Company Invited,3,780秒,Salaried,MALE,3.0,5.0,Standard,4.0,5,0,4,Senior Manager,378615.0,未婚、車所持、子供2人,0,49
2847,20代,Self Enquiry,2,11分,Salaried,male,2.0,5.0,STANDARD,4.0,2,0,4,Senior Manager,月収40.0万円,結婚済み／車所持／子供1人,0,25
2848,20代,Company Invited,1,17分,Small Business,Male,3.0,3.0,Basic,3.0,2,1,4,Exеcutivе,253125.0,"結婚済み,車未所持、子供1人",0,25
2849,43歳,Company Invited,1,15分,Small Business,female,3.0,3.0,super deluxe,4.0,3,0,5,AVP,564240.0,離婚済み	車所持	子供2人,0,43
2850,29歳,Self Enquiry,1,15分,Salaried,female,3.0,3.0,Deluxe,3.0,2,1,4,Manager,月収35.0万円,結婚済み 車所持 こども1人,0,29
2851,53歳,Self Enquiry,1,840秒,Salaried,Male,3.0,3.0,KING,4.0,6,0,5,VP,575250.0,結婚済み、車所持、子供2人,0,53
2852,５９歳,Self Enquiry,1,1860秒,Small Business,Female,2.0,5.0,SUPER DELUXE,4.0,6,0,1,AVP,465645.0,未婚、車保有なし、子供1人,0,59
2853,20歳,Self Enquiry,1,16分,Small Business,Female,2.0,5.0,Basic,4.0,年に3回,0,3,Executive,318060.0,独身、自動車未所有、こども1人,0,20
2854,27歳,Self Enquiry,1,600秒,Large Business,Male,3.0,5.0,Basic,4.0,2,0,4,Executive,347280.0,結婚済み 自動車未所有 子供2人,0,27
2855,41歳,Company Invited,1,9分,Small Business,Fe Male,2.0,5.0,Standard,4.0,2,0,3,Senior Manager,455970.0,未婚 自動車未所有 子供1人,0,41
2856,２５歳,Self Enquiry,1,8分,Small Business,female,3.0,5.0,Basic,5.0,3,0,3,Executive,309915.0,離婚済み 車保有 子供2人,0,25
2859,五十三歳,Self Enquiry,1,600秒,Salaried,Male,3.0,5.0,Standard,4.0,1,0,3,Senior Manager,月収34.0万円,"未婚,乗用車所持,2児",0,53
2860,54歳,Company Invited,2,15分,Large Business,MALE,2.0,4.0,standard,4.0,2,0,3,Senior Manager,月収40.0万円,結婚済み/車未所持/子供1人,0,54
2861,35歳,Self Enquiry,2,15分,Small Business,Male,2.0,4.0,Basic,4.0,5,1,3,Executive,261270.0,"結婚済み,自動車未所有,子供1人",1,35
2862,３２才,Company Invited,3,12分,Salaried,Female,3.0,6.0,Basic,4.0,4,1,3,Executive,317820.0,独身 自動車未所有 2児,1,32
2863,51歳,Self Enquiry,1,14分,Large Business,ｍａｌｅ,4.0,4.0,Basic,3.0,年に5回,0,4,Executive,月収35.0万円,離婚済み 車未所持 子供1人,0,51
2864,三十八歳,Self Enquiry,2,22分,Small Business,Male,2.0,1.0,Deluxe,4.0,2,0,2,Manager,267015.0,結婚済み、車所持、子供1人,0,38
2865,三十六歳,Self Enquiry,2,9分,Small Business,Male,4.0,4.0,Basic,3.0,5,0,3,Executive,353745.0,結婚済み 車未所持 1児,0,36
2866,44歳,Self Enquiry,1,13分,Small Business,Male,2.0,3.0,basic,4.0,7,0,2,Executive,261240.0,離婚済み、自動車所有、子供有り 1人,1,44
2867,57歳,Company Invited,1,10分,Small Business,female,2.0,3.0,Super Deluxe,5.0,4,0,2,AVP,574155.0,結婚済み、車未所持、子供ゼロ,0,57
2869,34歳,Self Enquiry,1,12分,Small Business,Female,4.0,4.0,Basic,3.0,5,0,4,Executive,312855.0,離婚済み 自動車未所有 子供有り 1人,0,34
2870,29際,Self Enquiry,1,960秒,Small Business,male,4.0,4.0,Basic,3.0,3,0,3,Executive,311910.0,離婚済み 車所持　こども1人,0,29
2871,30歳,Self Enquiry,2,24分,Salaried,female,2.0,1.0,Basic,4.0,6,0,4,Executive,251280.0,"結婚済み
車所持
子供有り(1人)",0,30
2872,23歳,Self Enquiry,2,480秒,Small Business,Fe Male,2.0,1.0,deluxe,4.0,1,1,4,Manager,352215.0,未婚／自動車未所有／こども1人,0,23
2873,32歳,Self Enquiry,1,540秒,Small Business,Female,2.0,3.0,Basic,4.0,年に2回,0,3,Executive,271065.0,結婚済み、乗用車所持、子供1人,0,32
2874,20代,Self Enquiry,1,900秒,Large Business,male,2.0,1.0,Basic,4.0,2,0,4,Executive,月収26.0万円,結婚済み、自動車所有、子供1人,0,25
2875,41才,Self Enquiry,1,8分,Salaried,Female,2.0,3.0,deluxe,3.0,3,1,3,Manager,365835.0,結婚済み　自動車未所有　こども1人,0,41
2876,38歳,Self Enquiry,1,960秒,Salaried,female,4.0,2.0,Deluxe,3.0,年に3回,0,4,Manager,361950.0,結婚済み、乗用車所持、子供1人,0,38
2877,38歳,Company Invited,2,15分,Salaried,Ｆｅｍａｌｅ,2.0,3.0,Deluxe,4.0,5,0,2,Manager,309435.0,結婚済み 自家用車なし 子供1人,0,38
2878,57歳,Company Invited,3,30分,Small Business,female,2.0,3.0,SUPER DΕLUXE,4.0,2,0,2,AVP,399960.0,離婚済み、車未所持、こども1人,0,57
2880,33才,Self Enquiry,2,32分,Salaried,Male,2.0,3.0,Deluxe,4.0,4,0,1,Manager,333285.0,結婚済み、車未所持、こども1人,0,33
2881,50歳,Company Invited,3,13分,Large Business,Male,3.0,3.0,Standard,4.0,2,0,1,Senior Manager,367065.0,結婚済み／自動車所有／子供2人,0,50
2882,29歳,Self Enquiry,3,13分,Large Business,Female,3.0,3.0,Standard,4.0,年に2回,0,2,Senior Manager,月収40.0万円,"未婚、自動車未所有,こども2人",0,29
2883,40歳,Company Invited,2,16分,Small Business,Female,3.0,3.0,Standard,4.0,2,0,2,Senior Manager,345810.0,"結婚済み,自動車未所有,子供2人",1,40
2884,41際,Company Invited,2,11分,Small Business,Male,2.0,3.0,Standa𝘳d,4.0,2,0,2,Senior Manager,351660.0,"離婚済み,自動車未所有,子供1人",0,41
2885,55歳,Self Enquiry,2,780秒,Small Business,female,3.0,3.0,Standard,4.0,2,0,1,Senior Manager,460710.0,離婚済み、自動車所有、子供2人,0,55
2887,５７歳,Company Invited,2,7分,Salaried,Male,3.0,4.0,Standard,4.0,7,0,1,Senior Manager,360810.0,離婚済み、自家用車なし、子供2人,0,57
2888,34歳,Self Enquiry,3,21分,Small Business,female,2.0,3.0,STANDARD,4.0,7,0,2,Senior Manager,月収36.0万円,離婚済み、車所持、こども1人,0,34
2889,31才,Company Invited,2,12分,Small Business,Female,2.0,3.0,Deluxe,4.0,7,0,2,Manager,276165.0,離婚済み 車未所持 子供1人,1,31
2890,33歳,Self Enquiry,2,14分,Salaried,male,3.0,3.0,STANDARD,4.0,5,0,2,Senior Manager,418470.0,結婚済み 車未所持 子供2人,0,33
2891,41歳,Company Invited,3,11分,Salaried,Ｆｅ　Ｍａｌｅ,3.0,3.0,Standard,4.0,2,0,1,Senior Manager,340995.0,未婚 自動車未所有 子供2人,0,41
2892,37歳,Company Invited,3,18分,Small Business,Male,2.0,3.0,Standard,4.0,2,0,2,Senior Manager,412785.0,未婚、車所持、子供1人,0,37
2893,36才,Self Enquiry,2,30分,Small Business,Male,2.0,3.0,Super Deluxe,4.0,2,0,2,AVP,月収40.0万円,未婚/自家用車なし/1児,0,36
2894,53歳,Company Invited,2,13分,Small Business,Ｆｅｍａｌｅ,3.0,3.0,standard,4.0,年に2回,1,1,Senior Manager,393075.0,結婚済み 車未所持 子供2人,0,53
2895,38才,Self Enquiry,2,9分,Small Business,Ｆｅｍａｌｅ,3.0,3.0,Basic,5.0,5,1,2,Executive,263940.0,独身、自動車所有、子供2人,0,38
2896,33歳,Company Invited,2,540秒,Salaried,Male,2.0,3.0,Deluxe,4.0,1,1,1,Manager,263070.0,離婚済み、車所持、こども1人,0,33
2897,５０代,Company Invited,2,13分,Large Business,FEMALE,2.0,3.0,Standard,4.0,5,1,2,Senior Manager,395460.0,結婚済み、車未所持、こども1人,0,10
2898,34歳,Self Enquiry,1,420秒,Salaried,Male,2.0,3.0,Standard,4.0,1,0,2,Senior Manager,346410.0,結婚済み、自動車所有、子供1人,0,34
2899,40歳,Self Enquiry,1,12分,Small Business,Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,359430.0,未婚	車保有	こども1人,0,40
2900,三十五歳,Company Invited,1,8分,Salaried,male,3.0,3.0,STANDARD,4.0,2,0,2,Senior Manager,272220.0,未婚、車所持、こども2人,0,35
2901,30代,Self Enquiry,1,8分,Small Business,Male,3.0,4.0,Basic,4.0,3,0,2,Executive,344190.0,離婚済み　車なし　こども2人,0,35
2902,30歳,Company Invited,1,1260秒,Salaried,male,2.0,3.0,Basic,4.0,7,0,2,Senior Manager,352710.0,未婚　車未所持 こども1人,0,30
2903,22歳,Self Enquiry,1,27分,Small Business,Female,2.0,3.0,Basic,4.0,2,0,2,Executive,305640.0,"独身、車未所持,子供1人",0,22
2904,55歳,Self Enquiry,1,900秒,Salaried,Male,3.0,3.0,Standard,4.0,2,0,2,Senior Manager,371505.0,未婚　自動車所有　子供2人,0,55
2905,３２歳,Company Invited,1,420秒,Small Business,Male,3.0,4.0,Basic,4.0,年に2回,0,2,Senior Manager,318510.0,未婚	車未所持	子供有り 2人,0,32
2906,36歳,Company Invited,1,18分,Salaried,Male,2.0,3.0,DELUXE,4.0,年に3回,0,1,Manager,月収33.0万円,離婚済み 自家用車あり 子供1人,0,36
2907,３７歳,Self Enquiry,1,480秒,Salaried,Male,3.0,3.0,Standard,5.0,1,0,2,Senior Manager,月収40.0万円,結婚済み／乗用車なし/子供2人,0,37
2908,29歳,Company Invited,1,960秒,Salaried,Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,465585.0,離婚済み／自動車所有／こども1人,0,29
2909,47歳,Self Enquiry,1,23分,Salaried,Male,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,409185.0,"結婚済み、自動車所有,こども1人",0,47
2910,39歳,Self Enquiry,1,13分,Large Business,Male,3.0,4.0,Standard,4.0,3,0,1,Senior Manager,376800.0,"結婚済み、車所持,2児",0,39
2911,48歳,Company Invited,1,480秒,Salaried,male,2.0,3.0,standard,4.0,年に2回,0,1,Senior Manager,368025.0,"未婚
車未所持
子供有り(1人)",0,48
2912,30代,Self Enquiry,1,1380秒,Small Business,Female,2.0,4.0,STANDARD,4.0,2,0,1,Ѕenior Manager,364545.0,離婚済み、車保有、子供1人,0,35
2913,53歳,Self Enquiry,2,7分,Small Business,male,3.0,4.0,King,5.0,7,0,4,VP,月収50.0万円,結婚済み 車所持 子供有り 2人,0,53
2914,42歳,Self Enquiry,3,14分,Small Business,Female,3.0,3.0,Standard,4.0,5,0,4,Senior Manager,404610.0,結婚済み　自動車所有　子供2人,0,42
2916,35歳,Company Invited,3,1320秒,Small Business,FEMALE,1.0,3.0,Basic,4.0,2,0,3,Exеcutivе,257370.0,離婚済み、車所持、子供なし,0,35
2917,35歳,Self Enquiry,2,23分,Small Business,Female,1.0,4.0,Deluxe,4.0,2,0,3,Manager,337725.0,離婚済み　車所持　子供無し,0,35
2918,５６歳,Self Enquiry,2,1380秒,Small Business,Female,1.0,3.0,Deluxe,4.0,年に4回,0,3,Manager,318630.0,離婚済み 乗用車なし 子供なし,0,56
2919,36歳,Self Enquiry,3,12分,Small Business,Female,1.0,3.0,Deluxe,4.0,4,0,3,Manager,月収30.0万円,離婚済み、自動車未所有、子供なし,0,36
2920,37才,Company Invited,2,18分,Small Business,Female,2.0,3.0,Basic,4.0,5,0,3,Executive,269010.0,離婚済み 自動車未所有 子供1人,1,37
2921,34歳,Company Invited,2,11分,Small Business,Female,3.0,3.0,Basic,3.0,5,1,4,Executive,260010.0,離婚済み、車所持、子供なし,1,34
2922,30代,Company Invited,2,6分,Salaried,Female,1.0,3.0,Standard,4.0,2,0,3,Senior Manager,368655.0,未婚 自動車所有 無子,0,35
2923,37歳,Company Invited,2,15分,Salaried,male,1.0,3.0,Deluxe,4.0,1,0,4,Manager,276225.0,独身、車所持、子供なし,0,37
2924,57才,Self Enquiry,2,720秒,Salaried,Male,1.0,3.0,Standard,4.0,5,0,4,Senior Manager,月収40.0万円,未婚、車あり、無子,0,57
2925,30代,Self Enquiry,2,15分,Salaried,Female,1.0,3.0,Basic,4.0,5,0,3,Executive,256230.0,"独身,車未所持,子供なし",0,35
2927,56歳,Company Invited,3,9分,Salaried,Fe Male,1.0,3.0,Standard,4.0,2,1,3,Senior Manager,345330.0,"未婚,車保有,無子",0,56
2928,39歳,Self Enquiry,1,780秒,Small Business,Male,1.0,3.0,Basic,4.0,3,0,3,Executive,259020.0,独身、自動車未所有、子供なし,0,39
2930,20歳,Self Enquiry,1,21分,Small Business,Female,1.0,3.0,Standard,4.0,3,0,3,Senior Manager,262905.0,離婚済み/車未所持/子供なし,0,20
2931,５３歳,Company Invited,1,16分,Small Business,female,1.0,3.0,Standard,4.0,1,0,4,Senior Manager,月収40.0万円,結婚済み／車所持／子供なし,0,53
2932,41才,Self Enquiry,1,10分,Small Business,Female,2.0,3.0,King,5.0,3,0,4,VP,月収47.0万円,独身 乗用車なし こども1人,0,41
2933,四十三歳,Company Invited,1,1560秒,Large Business,male,1.0,3.0,Deluxe,4.0,年に5回,0,4,Manager,月収33.0万円,未婚/車所持/子供無し,0,43
2934,30際,Self Enquiry,1,12分,Small Business,Male,1.0,3.0,Deluxe,4.0,2,0,4,Manager,249120.0,"結婚済み,自家用車あり,無子",0,30
2935,三十三歳,Self Enquiry,1,6分,Large Business,Male,1.0,3.0,Standard,4.0,2,0,3,Senior Manager,月収30.0万円,結婚済み/車なし／子供無し,0,33
2936,32歳,Company Invited,2,20分,Small Business,Male,1.0,3.0,Basic,4.0,2,0,2,Executive,253410.0,結婚済み/自家用車なし/子供なし,0,32
2937,36歳,Self Enquiry,2,300秒,Small Business,Male,1.0,3.0,Standard,4.0,2,0,2,Senior Managеr,359415.0,"結婚済み,自家用車なし,子供なし",0,36
2938,37歳,Self Enquiry,3,15分,Large Business,Male,1.0,3.0,Standard,4.0,2,0,2,Senior Manager,月収40.0万円,結婚済み 自家用車なし 子供なし,0,37
2939,34歳,Company Invited,2,17分,Small Business,Female,1.0,4.0,Basic,4.0,2,0,2,Executive,268125.0,独身 自動車未所有　非育児家庭,0,34
2940,28歳,Company Invited,2,1020秒,Small Business,Male,1.0,3.0,Basic,4.0,2,0,1,Executivе,301995.0,離婚済み、自動車所有、子供なし,0,28
2941,42歳,Self Enquiry,2,26分,Salaried,Male,2.0,3.0,Deluxe,4.0,5,0,2,Manager,月収30.0万円,"結婚済み,自家用車あり,子供1人",1,42
2943,２９歳,Company Invited,3,20分,Salaried,Fe Male,1.0,3.0,Standard,4.0,2,0,2,Senior Manager,389730.0,未婚、車所持、子供ゼロ,0,29
2944,39際,Company Invited,3,23分,Small Business,female,2.0,3.0,Deluxe,4.0,2,0,1,Manager,305970.0,離婚済み、車未所持、子供有り 1人,0,39
2946,59歳,Company Invited,2,16分,Salaried,Male,1.0,3.0,Standard,4.0,年に2回,0,2,Senior Manager,411000.0,離婚済み、車所持、子供無し,0,59
2947,30代,Self Enquiry,2,8分,Small Business,ｍａｌｅ,2.0,300.0,Deluxe,4.0,2,0,2,Manager,376470.0,"結婚済み,車所持,子供1人",0,35
2948,27歳,Self Enquiry,2,960秒,Small Business,ｆｅｍａｌｅ,1.0,3.0,Basic,4.0,2,0,2,Executive,269730.0,結婚済み/車未所持/子供なし,1,27
2949,28歳,Company Invited,2,11分,Small Business,Ｍａｌｅ,1.0,3.0,Deluxe,4.0,1,0,1,Manager,253410.0,結婚済み、車あり、子供なし,0,28
2950,47際,Company Invited,3,12分,Salaried,Fe Male,2.0,3.0,Standard,4.0,年に2回,0,1,Senior Manager,369315.0,未婚、車保有なし、子供1人,0,47
2951,54才,Company Invited,2,7分,Small Business,Female,1.0,3.0,SUPER DELUXE,4.0,1,0,2,AVP,471165.0,独身、自動車所有、子供無し,1,54
2953,35歳,Self Enquiry,2,11分,Small Business,Male,1.0,3.0,basic,4.0,1,0,1,Executive,259770.0,独身、自動車所有、子供なし,0,35
2954,58歳,Company Invited,1,8分,Small Business,male,3.0,3.0,Basi𝘤,4.0,6,1,1,Executive,386205.0,離婚済み、車未所持、子供有り(2人),0,58
2955,42歳,Company Invited,1,600秒,Small Business,Male,2.0,4.0,Basic,5.0,5,1,2,Executive,343125.0,結婚済み、車未所持、子供1人,1,42
2956,３２歳,Company Invited,1,14分,Large Business,female,3.0,3.0,STANDARD,4.0,2,0,4,Senior Manager,356310.0,結婚済み、自家用車なし、子供2人,0,32
2957,46才,Company Invited,1,16分,Salaried,male,1.0,3.0,B𝖺si𝘤,4.0,6,0,4,Executive,272895.0,結婚済み／車未所持/子供無し,0,46
2958,36歳,Company Invited,1,16分,Salaried,Female,1.0,3.0,Standard,4.0,5,0,3,Senior Manager,365820.0,結婚済み 車所持 子供なし,0,36
2959,33歳,Company Invited,1,12分,Salaried,ｆｅｍａｌｅ,1.0,3.0,Standard,4.0,1,0,3,Senior Manager,347100.0,"結婚済み、車所持,子供なし",0,33
2960,四十一歳,Company Invited,1,21分,Salaried,fe male,1.0,3.0,Standard,4.0,2,0,4,Senior Manager,387195.0,結婚済み 車所持　子供なし,0,41
2961,50歳,Self Enquiry,1,22分,Salaried,Female,2.0,3.0,Super Deluxe,4.0,6,0,4,AVP,446355.0,離婚済み、自動車所有、子供1人,0,50
2962,56歳,Self Enquiry,1,19分,Salaried,FEMALE,1.0,3.0,STANDARD,4.0,年に2回,0,4,Senior Manager,月収36.0万円,未婚、車所持、子供なし,0,56
2963,46歳,Company Invited,1,7分,Salaried,male,2.0,3.0,Standard,4.0,4,1,3,Senior Manager,335160.0,結婚済み 車未所持 こども1人,1,46
2964,51歳,Self Enquiry,2,10分,Small Business,female,2.0,3.0,standard,4.0,6,1,1,Senior Manager,月収30.0万円,未婚	乗用車所持	子供1人,0,51
2965,３７歳,Self Enquiry,2,6分,Small Business,FEMALE,2.0,3.0,Standard,4.0,1,1,1,Senior Manager,月収40.0万円,離婚済み、車所持、1児,1,37
2966,49歳,Self Enquiry,2,8分,Salaried,Female,2.0,3.0,Standard,4.0,1,1,1,Senior Manager,374640.0,結婚済み/乗用車所持/子供1人,0,49
2967,42歳,Company Invited,2,840秒,Small Business,Ｆｅｍａｌｅ,2.0,3.0,DELUXE,4.0,年に2回,1,2,Manager,264585.0,結婚済み/自動車未所有/子供1人,1,42
2968,39歳,Company Invited,1,18分,Small Business,Female,2.0,3.0,Deluxe,4.0,2,0,1,Manager,328170.0,離婚済み、自家用車なし、こども1人,0,39
2969,30代,Self Enquiry,1,11分,Small Business,Ｆｅｍａｌｅ,2.0,3.0,standard,4.0,1,0,1,Executive,257265.0,結婚済み/自動車所有/子供1人,0,35
2970,36歳,Company Invited,1,15分,Salaried,Fe Male,2.0,3.0,standard,4.0,2,0,2,Senior Manager,381735.0,"未婚、車未所持,こども1人",0,36
2971,32歳,Company Invited,1,9分,Small Business,male,2.0,3.0,Stand𝖺rd,4.0,2,0,1,Senior Manager,413040.0,結婚済み	車所持	こども1人,0,32
2972,54歳,Self Enquiry,1,420秒,Salaried,Female,2.0,3.0,Deluxe,4.0,2,0,2,Manager,381450.0,未婚、自動車所有、子供1人,0,54
2973,31歳,Company Invited,1,21分,Small Business,Female,1.0,3.0,Basic,4.0,2,0,2,Executive,月収25.0万円,"結婚済み,乗用車所持,子供なし",0,31
2974,41際,Company Invited,1,26分,Large Business,Female,2.0,3.0,Deluxe,4.0,3,0,2,Manager,366570.0,"独身
車保有
子供1人",1,41
2975,35歳,Self Enquiry,1,480秒,Salaried,Female,1.0,3.0,Standard,4.0,4,0,2,Senior Manager,385470.0,結婚済み 自動車所有 子供無し,0,35
2976,20代,Self Enquiry,1,10分,Large Business,Female,1.0,3.0,Standard,4.0,1,0,1,Senior Manager,266565.0,離婚済み、乗用車なし、子供無し,0,25
2977,32才,Company Invited,1,14分,Salaried,Fe Male,1.0,3.0,Standard,4.0,2,0,2,Senior Manager,月収36.0万円,未婚 車あり 子供無し,0,32
2978,29才,Self Enquiry,1,10分,Salaried,Fe Male,1.0,3.0,Standard,4.0,年に2回,0,2,Senior Manager,358095.0,未婚、自動車未所有、子供無し,0,29
2979,五十歳,Self Enquiry,1,420秒,Salaried,Male,1.0,3.0,Standard,4.0,2,0,1,Senior Manager,442110.0,結婚済み、自家用車なし、非育児家庭,0,5
2980,56歳,Self Enquiry,1,1680秒,Salaried,male,2.0,3.0,Super Deluxe,5.0,6,0,1,AVＰ,533670.0,"独身,車所持,子供1人",0,56
2981,51才,Self Enquiry,1,8分,Salaried,Female,3.0,4.0,Super ᗞeluxe,5.0,4,0,4,AVP,469830.0,"独身,車所持,不明",0,51
2982,48才,Company Invited,1,8分,Salaried,female,3.0,3.0,King,4.0,4,0,1,VP,568275.0,結婚済み、車未所持、わからない,0,48
2983,28歳,Company Invited,1,18分,Small Business,FEMALE,1.0,3.0,Basic,3.0,年に3回,0,4,Executive,259245.0,結婚済み 車未所持 子供なし,1,28
2984,35歳,Company Invited,2,15分,Salaried,male,2.0,4.0,Super Deluxe,4.0,2,0,1,AVP,448140.0,離婚済み、車所持、子供なし,0,35
2985,54才,Company Invited,3,780秒,Small Business,Female,2.0,4.0,Standard,4.0,1,0,2,Senior Manager,469290.0,離婚済み 自動車所有 子供なし,0,54
2986,32歳,Self Enquiry,2,1020秒,Small Business,male,2.0,4.0,Standard,4.0,2,0,2,Senior Manager,353805.0,離婚済み／車所持/子供1人,0,32
2987,39才,Self Enquiry,2,720秒,Large Business,Ｆｅ　Ｍａｌｅ,2.0,4.0,Basic,4.0,2,0,2,Executive,326235.0,未婚、自動車所有、子供1人,0,39
2988,41歳,Company Invited,3,10分,Small Business,MALE,2.0,4.0,STANDARD,4.0,年に2回,0,2,Senior Manager,394965.0,離婚済み、車所持、非育児家庭,0,41
2989,20代,Self Enquiry,3,1200秒,Salaried,Ｍａｌｅ,2.0,4.0,Standard,4.0,2,0,2,Senior Manager,月収40.0万円,結婚済み、車保有なし、子供なし,0,25
2990,55歳,Self Enquiry,2,14分,Small Business,Female,2.0,4.0,SUPER DELUXE,5.0,3,0,2,AVP,474960.0,独身、車未所持、子供ゼロ,0,55
2991,50代,Company Invited,3,16分,Small Business,FE MALE,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,399465.0,結婚済み、車所持、子供なし,0,55
2992,三十一歳,Self Enquiry,2,9分,Small Business,Male,2.0,4.0,DELUXE,4.0,2,0,2,Manager,339210.0,結婚済み／乗用車所持／子供無し,0,31
2993,44歳,Self Enquiry,2,10分,Salaried,male,2.0,4.0,Standard,4.0,年に2回,0,2,Senior Manager,月収41.0万円,離婚済み 自動車未所有 子供1人,0,44
2994,40代,Company Invited,2,12分,Small Business,Ｍａｌｅ,2.0,4.0,ꓢtandard,4.0,2,0,1,Senior Manager,465660.0,結婚済み、自動車未所有、子供1人,0,45
2995,50歳,Self Enquiry,3,8分,Small Business,Fe Male,2.0,4.0,Standard,4.0,半年に1回,0,2,Senior Manager,382980.0,未婚、車あり、子供なし,0,50
2996,45歳,Self Enquiry,2,840秒,Salaried,Male,2.0,4.0,Standard,5.0,2,0,1,Senior Manager,522615.0,離婚済み	車なし	子供1人,0,45
2997,四十九歳,Company Invited,2,1020秒,Small Business,Female,2.0,4.0,Super Deluxe,5.0,5,0,1,AVP,月収36.0万円,結婚済み、車保有、子供なし,0,49
2998,40代,Self Enquiry,2,660秒,Small Business,Ｍａｌｅ,2.0,4.0,Standard,4.0,5,0,2,Senior Manager,406095.0,"離婚済み,自動車所有,子供なし",0,45
2999,４９歳,Company Invited,2,13分,Salaried,Female,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,363660.0,結婚済み、自家用車なし、こども1人,0,49
3000,50代,Company Invited,2,16分,Small Business,Female,2.0,4.0,Super Deluxe,5.0,2,0,2,AVP,月収48.0万円,"独身,自家用車なし,無子",0,55
3001,49歳,Self Enquiry,2,10分,Salaried,Male,2.0,4.0,super deluxe,4.0,年に7回,0,2,AVP,474390.0,結婚済み/自家用車なし/こども1人,0,49
3002,44歳,Self Enquiry,2,9分,Large Business,Fe Male,2.0,4.0,Standard,4.0,年に2回,0,1,Senior Manager,424005.0,未婚／車所持／子供1人,0,44
3003,44歳,Company Invited,3,20分,Salaried,fe male,2.0,4.0,Standard,4.0,年に2回,0,1,Senior Manager,381015.0,未婚 車未所持 1児,0,44
3004,26歳,Self Enquiry,2,660秒,Salaried,Female,2.0,4.0,Basic,4.0,2,0,2,Executive,304320.0,独身　自家用車あり　子供なし,1,26
3005,23際,Company Invited,2,420秒,Salaried,male,2.0,4.0,basic,5.0,3,1,2,Executive,351945.0,独身 車未所持 子供無し,0,23
3006,53歳,Self Enquiry,2,420秒,Salaried,Male,2.0,4.0,Standard,4.0,5,1,2,Senior Manager,381840.0,独身、車保有なし、子供1人,0,53
3007,50代,Self Enquiry,2,9分,Salaried,Female,2.0,4.0,Deluxe,4.0,1,1,2,Manager,274425.0,独身、自動車未所有、子供1人,1,55
