TypeofContact,CityTier,Occupation,NumberOfPersonVisiting,PreferredPropertyStar,Passport,PitchSatisfactionScore,ProdTaken,age,duration,gender,follow,product_pitched,trip_per_year,designation,income,info_1,info_2,info_3
Self Enquiry,2,Small Business,3,4,0,1,0,28,900.0,male,4,Standard,5,Senior Manager,389115.0,Divorced,Has Car,2
Company Invited,2,Small Business,3,5,0,2,0,47,360.0,female,4,Deluxe,2,Manager,384705.0,Married,Has Car,2
Self Enquiry,2,Salaried,3,5,0,2,0,55,420.0,male,4,Standard,1,Senior Manager,451170.0,Single,No Car,2
Self Enquiry,3,Small Business,3,5,0,1,0,53,540.0,male,4,Deluxe,3,AVP,447045.0,Divorced,Has Car,2
Company Invited,2,Small Business,3,4,0,1,1,50,420.0,male,4,Standard,2,Senior Manager,480735.0,Married,No Car,2
Company Invited,2,Salaried,3,4,0,2,0,27,360.0,male,4,Standard,8,Senior Manager,245280.0,Married,Has Car,2
Self Enquiry,2,Salaried,3,5,0,1,0,26,420.0,female,4,Basic,5,Executive,310080.0,Divorced,Has Car,2
Self Enquiry,2,Salaried,3,5,0,2,0,43,360.0,male,4,Standard,2,Senior Manager,459225.0,Divorced,Has Car,2
Self Enquiry,2,Small Business,3,3,1,1,1,18,1020.0,male,3,Basic,2,Executive,262365.0,Divorced,No Car,0
Self Enquiry,2,Small Business,3,3,0,1,0,30,960.0,male,2,Standard,28,Senior Manager,423180.0,Married,No Car,1
Company Invited,2,Small Business,3,3,1,2,0,55,540.0,female,3,Deluxe,4,Manager,328230.0,Divorced,No Car,0
Self Enquiry,3,Small Business,3,3,0,1,0,43,1200.0,male,3,Basic,3,Executive,358800.0,Divorced,No Car,1
Self Enquiry,1,Small Business,3,3,0,2,0,26,840.0,female,4,Basic,3,Executive,325125.0,Divorced,No Car,0
Self Enquiry,1,Small Business,3,3,0,2,1,43,900.0,male,4,Basic,7,Executive,354825.0,Divorced,No Car,1
Self Enquiry,1,Small Business,3,3,0,2,1,52,720.0,male,4,Basic,4,Executive,300000.0,Single,No Car,1
Company Invited,1,Large Business,3,3,0,2,1,34,1140.0,male,3,Basic,5,Executive,310000.0,Married,No Car,1
Self Enquiry,2,Salaried,3,4,1,2,0,44,360.0,male,4,Deluxe,5,AVP,457830.0,Divorced,Has Car,2
Company Invited,2,Small Business,3,4,1,2,1,36,780.0,male,4,Standard,2,Senior Manager,363810.0,Married,No Car,2
Company Invited,2,Salaried,2,4,1,1,1,24,480.0,female,4,Standard,2,Senior Manager,415215.0,Married,No Car,1
Self Enquiry,2,Salaried,3,4,1,2,1,37,1440.0,male,4,Basic,28,Executive,300000.0,Single,No Car,2
Self Enquiry,2,Small Business,3,3,0,1,1,31,1920.0,female,3,Deluxe,2,Manager,325110.0,Single,No Car,2
Self Enquiry,1,Large Business,3,4,0,2,0,48,480.0,female,5,Standard,6,Senior Manager,374805.0,Married,No Car,2
Self Enquiry,1,Salaried,3,4,0,1,0,52,780.0,male,4,Standard,3,Senior Manager,412425.0,Married,Has Car,2
Company Invited,1,Small Business,2,4,0,2,1,22,600.0,male,4,Basic,3,Executive,300000.0,Single,No Car,1
Self Enquiry,1,Salaried,3,5,0,1,0,55,780.0,female,4,Deluxe,5,AVP,500000.0,Divorced,No Car,1
Company Invited,1,Large Business,3,4,0,2,1,25,480.0,male,4,Basic,7,Executive,309330.0,Single,Has Car,2
Company Invited,1,Large Business,3,4,0,2,1,33,540.0,male,4,Basic,7,Executive,256500.0,Single,Has Car,1
Self Enquiry,1,Salaried,3,4,0,2,0,47,480.0,male,4,Standard,20,Senior Manager,400000.0,Single,Has Car,2
Self Enquiry,1,Salaried,3,5,0,2,0,46,780.0,male,4,Deluxe,7,AVP,477960.0,Single,Has Car,2
Self Enquiry,1,Salaried,3,4,0,2,0,38,840.0,male,4,Standard,2,Senior Manager,268545.0,Divorced,Has Car,2
Self Enquiry,1,Salaried,3,4,0,1,0,53,360.0,male,4,Standard,5,Senior Manager,371235.0,Divorced,No Car,2
Self Enquiry,1,Salaried,3,4,0,2,0,50,1980.0,female,4,Deluxe,1,AVP,535575.0,Single,Has Car,2
Self Enquiry,1,Small Business,3,4,0,2,0,42,540.0,male,4,Deluxe,2,AVP,420000.0,Divorced,Has Car,2
Company Invited,1,Salaried,2,4,0,2,0,49,360.0,male,4,Standard,2,Senior Manager,442170.0,Single,Has Car,1
Self Enquiry,1,Small Business,2,4,0,2,1,25,480.0,male,4,Basic,2,Executive,256815.0,Divorced,No Car,1
Company Invited,1,Salaried,3,4,0,2,0,41,420.0,male,4,Standard,5,Senior Manager,388650.0,Single,Has Car,2
Self Enquiry,1,Salaried,2,4,0,2,0,36,540.0,male,4,Standard,2,Senior Manager,350000.0,Single,No Car,1
Self Enquiry,1,Small Business,2,4,0,2,0,40,720.0,female,4,Basic,7,Executive,300000.0,Divorced,No Car,1
Self Enquiry,1,Salaried,2,4,0,1,0,51,240.0,male,4,Standard,2,Senior Manager,300000.0,Married,No Car,1
Company Invited,1,Salaried,3,3,0,1,0,49,540.0,female,2,Deluxe,12,Manager,461550.0,Married,Has Car,1
Company Invited,1,Small Business,3,3,0,2,0,21,720.0,male,3,Basic,2,Executive,252270.0,Single,Has Car,0
Self Enquiry,1,Small Business,3,4,1,2,0,46,420.0,female,4,Standard,2,Senior Manager,380520.0,Single,Has Car,2
Self Enquiry,2,Salaried,3,3,0,1,0,46,2100.0,male,3,Deluxe,5,Manager,410805.0,Married,No Car,2
Company Invited,1,Small Business,3,4,0,5,0,30,600.0,female,3,Standard,8,Senior Manager,489690.0,Married,Has Car,0
Company Invited,1,Small Business,3,5,0,4,0,60,840.0,male,3,Deluxe,1,AVP,400000.0,Married,Has Car,0
Self Enquiry,3,Small Business,3,4,0,3,0,43,900.0,male,3,Deluxe,5,Manager,300000.0,Married,Has Car,0
Company Invited,1,Salaried,3,4,0,3,0,55,780.0,male,3,Standard,2,Senior Manager,422295.0,Single,Has Car,0
Self Enquiry,1,Small Business,3,4,1,4,0,30,780.0,female,3,Basic,1,Executive,262785.0,Married,Has Car,0
Company Invited,1,Salaried,2,3,0,5,0,30,960.0,male,3,King,16,VP,523935.0,Married,No Car,0
Company Invited,2,Small Business,3,3,0,3,0,34,960.0,female,3,Deluxe,1,Manager,313215.0,Married,Has Car,0
Company Invited,2,Small Business,3,4,0,4,0,30,780.0,female,4,Standard,1,Senior Manager,412905.0,Single,No Car,2
Company Invited,3,Small Business,3,4,0,3,0,28,660.0,male,4,Standard,2,Senior Manager,350535.0,Married,Has Car,2
Company Invited,2,Small Business,3,4,0,3,0,27,540.0,male,4,Deluxe,7,Manager,330000.0,Single,No Car,2
Self Enquiry,3,Large Business,3,4,0,3,0,40,1320.0,male,4,Standard,24,Senior Manager,428670.0,Single,Has Car,2
Self Enquiry,2,Small Business,3,4,0,4,0,45,540.0,male,4,Standard,6,VP,546660.0,Married,Has Car,2
Self Enquiry,2,Small Business,3,5,0,4,0,34,960.0,male,4,Basic,28,Executive,311385.0,Single,No Car,2
Company Invited,3,Salaried,3,4,0,3,0,39,360.0,male,4,Standard,2,Senior Manager,501630.0,Single,No Car,2
Self Enquiry,3,Salaried,3,4,0,3,0,35,900.0,male,4,Standard,2,Senior Manager,400000.0,Divorced,No Car,2
Self Enquiry,2,Salaried,3,4,0,4,0,30,900.0,male,4,Standard,5,Senior Manager,414870.0,Married,Has Car,2
Company Invited,2,Salaried,1,4,0,2,1,30,540.0,female,3,Basic,5,Executive,257085.0,Divorced,No Car,0
Company Invited,2,Small Business,3,4,1,3,0,47,720.0,male,4,Standard,3,Senior Manager,381495.0,Married,Has Car,2
Company Invited,2,Salaried,3,3,0,3,0,40,840.0,female,3,Deluxe,12,Manager,317145.0,Married,No Car,0
Self Enquiry,1,Large Business,3,3,0,4,0,53,540.0,male,4,Basic,5,Executive,255735.0,Divorced,Has Car,1
Self Enquiry,1,Small Business,3,3,0,3,1,37,840.0,male,4,Basic,2,Executive,272640.0,Divorced,No Car,1
Self Enquiry,1,Small Business,3,3,0,4,0,24,900.0,male,4,Basic,12,Executive,305625.0,Divorced,Has Car,0
Company Invited,1,Small Business,3,3,0,4,0,38,780.0,female,3,Deluxe,3,Manager,303090.0,Divorced,No Car,0
Self Enquiry,2,Small Business,3,4,0,3,0,23,960.0,male,4,Deluxe,2,AVP,396300.0,Single,No Car,2
Self Enquiry,3,Small Business,2,4,0,3,0,20,660.0,male,3,Basic,2,Executive,253920.0,Divorced,Has Car,0
Company Invited,2,Small Business,2,3,0,3,1,29,840.0,male,3,Basic,2,Executive,248595.0,Divorced,No Car,1
Company Invited,3,Small Business,2,3,0,4,0,26,900.0,female,3,Basic,7,Executive,314805.0,Single,No Car,1
Self Enquiry,2,Small Business,2,4,0,3,0,33,960.0,male,1,Basic,2,Executive,252015.0,Divorced,No Car,0
Self Enquiry,3,Salaried,3,5,0,4,0,40,660.0,male,3,Deluxe,2,AVP,500000.0,Married,Has Car,0
Company Invited,1,Small Business,3,5,0,4,0,39,1980.0,male,5,King,3,Executive,529395.0,Married,No Car,2
Company Invited,2,Salaried,2,3,0,3,0,34,900.0,male,2,Standard,2,Senior Manager,381990.0,Single,Has Car,0
Self Enquiry,2,Salaried,2,3,0,4,0,45,840.0,male,3,Basic,1,Executive,256965.0,Married,No Car,1
Self Enquiry,2,Salaried,2,3,0,3,0,31,900.0,female,1,Standard,3,Senior Manager,380000.0,Married,Has Car,0
Self Enquiry,2,Salaried,2,3,0,4,0,30,480.0,male,3,Deluxe,1,Manager,253485.0,Married,No Car,0
Self Enquiry,2,Salaried,2,3,0,3,0,49,2040.0,male,2,Deluxe,3,Manager,335730.0,Single,No Car,1
Self Enquiry,1,Salaried,3,4,0,3,0,48,1860.0,male,4,Deluxe,5,AVP,500000.0,Single,No Car,2
Self Enquiry,1,Salaried,3,4,0,5,1,54,540.0,male,4,Standard,5,Senior Manager,364665.0,Married,Has Car,2
Self Enquiry,1,Small Business,2,3,0,3,0,28,960.0,female,2,Basic,2,Executive,318510.0,Married,Has Car,0
Company Invited,1,Small Business,2,3,0,4,0,47,780.0,male,3,Deluxe,4,Manager,300000.0,Married,Has Car,1
Self Enquiry,1,Large Business,2,4,0,4,0,44,1380.0,male,2,Basic,7,Executive,315315.0,Divorced,No Car,1
Self Enquiry,1,Small Business,2,3,0,5,0,41,1620.0,male,3,Deluxe,4,Manager,303435.0,Married,Has Car,1
Self Enquiry,1,Small Business,2,3,0,4,0,42,780.0,female,3,Deluxe,5,Manager,295815.0,Divorced,Has Car,1
Self Enquiry,1,Salaried,2,3,0,3,0,36,900.0,female,1,Basic,5,Executive,266310.0,Married,Has Car,1
Company Invited,1,Salaried,2,3,0,4,0,31,2040.0,female,3,Basic,4,Executive,241905.0,Divorced,No Car,0
Self Enquiry,1,Small Business,3,3,0,3,0,46,540.0,male,4,Basic,4,Executive,473160.0,Married,Has Car,1
Self Enquiry,2,Salaried,2,4,0,2,1,38,1020.0,male,5,Basic,12,Executive,261675.0,Single,No Car,1
Self Enquiry,2,Small Business,2,4,0,1,1,51,420.0,female,5,Standard,2,Senior Manager,358620.0,Married,Has Car,1
Self Enquiry,2,Small Business,2,4,0,1,0,51,480.0,male,5,Standard,2,Senior Manager,390000.0,Married,No Car,1
Self Enquiry,2,Small Business,2,4,0,1,0,34,1320.0,male,5,Standard,2,Senior Manager,456675.0,Divorced,Has Car,1
Self Enquiry,2,Small Business,2,4,0,2,0,29,600.0,male,5,Standard,1,Senior Manager,402900.0,Divorced,Has Car,1
Self Enquiry,3,Large Business,3,4,0,1,0,50,840.0,female,5,Standard,2,Senior Manager,332850.0,Married,Has Car,2
Self Enquiry,2,Salaried,2,4,0,1,0,42,540.0,female,5,Standard,2,Senior Manager,464310.0,Married,No Car,1
Self Enquiry,3,Salaried,3,4,0,2,0,30,720.0,male,5,Standard,2,Senior Manager,393990.0,Married,Has Car,2
Self Enquiry,2,Large Business,3,4,1,2,0,32,720.0,male,5,Standard,2,Senior Manager,415770.0,Single,No Car,2
Self Enquiry,1,Salaried,2,4,0,1,0,34,600.0,male,5,Basic,7,Executive,322275.0,Divorced,Has Car,1
Company Invited,1,Large Business,3,4,0,2,0,20,1080.0,female,5,Basic,3,Executive,290000.0,Divorced,Has Car,2
Self Enquiry,1,Large Business,3,5,0,2,1,30,540.0,male,5,Basic,7,Executive,325815.0,Divorced,No Car,2
Self Enquiry,1,Salaried,2,5,0,1,0,20,960.0,male,5,Basic,2,Executive,258885.0,Married,Has Car,1
Self Enquiry,2,Large Business,3,4,0,2,0,38,900.0,male,4,Basic,8,Executive,280000.0,Married,No Car,1
Company Invited,2,Salaried,3,3,0,2,0,39,600.0,male,3,Deluxe,28,Manager,271110.0,Single,Has Car,1
Self Enquiry,3,Small Business,3,3,0,2,0,21,1860.0,male,4,Basic,3,Manager,300000.0,Single,No Car,1
Company Invited,3,Salaried,3,4,0,2,0,60,780.0,female,4,Basic,7,Executive,360000.0,Divorced,No Car,2
Self Enquiry,2,Salaried,3,3,0,2,0,34,960.0,male,3,Deluxe,5,Manager,310110.0,Divorced,No Car,1
Company Invited,2,Small Business,3,3,0,1,0,34,540.0,female,4,Standard,3,Senior Manager,367950.0,Single,No Car,1
Self Enquiry,2,Small Business,3,3,0,1,0,49,540.0,male,4,Deluxe,5,Manager,336570.0,Divorced,No Car,1
Self Enquiry,2,Small Business,3,3,0,2,0,28,420.0,male,3,Basic,2,Executive,348360.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,2,0,36,1380.0,male,3,Deluxe,2,Manager,316740.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,1,0,30,900.0,female,3,Deluxe,3,Manager,340740.0,Divorced,No Car,1
Self Enquiry,2,Small Business,3,3,0,2,0,34,780.0,male,3,Deluxe,5,Manager,303885.0,Married,No Car,1
Self Enquiry,3,Salaried,3,3,0,1,0,31,1260.0,male,3,Standard,2,Senior Manager,400000.0,Single,No Car,2
Company Invited,2,Small Business,3,3,0,2,0,43,660.0,male,3,Basic,2,Executive,260000.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,2,0,37,600.0,female,3,Standard,2,Senior Manager,400000.0,Married,Has Car,1
Company Invited,3,Salaried,3,3,0,2,0,34,2040.0,female,3,Deluxe,3,Manager,321210.0,Single,Has Car,1
Self Enquiry,2,Small Business,3,3,0,2,0,43,1800.0,female,2,Deluxe,5,Manager,351375.0,Divorced,No Car,1
Company Invited,3,Small Business,3,3,0,1,0,32,840.0,male,2,Deluxe,2,Manager,370000.0,Divorced,No Car,2
Company Invited,2,Salaried,3,3,0,2,0,32,420.0,male,1,Basic,2,Executive,254505.0,Married,Has Car,1
Company Invited,3,Large Business,3,3,0,2,0,38,780.0,female,2,Deluxe,3,Manager,341295.0,Single,Has Car,1
Self Enquiry,2,Salaried,3,3,0,2,0,30,1620.0,male,4,Standard,2,Senior Manager,353940.0,Married,No Car,1
Self Enquiry,2,Small Business,3,3,1,2,0,32,1200.0,male,3,Standard,4,Senior Manager,342390.0,Married,Has Car,1
Self Enquiry,3,Large Business,3,3,1,1,0,50,540.0,male,4,Basic,5,Executive,310155.0,Divorced,No Car,2
Self Enquiry,1,Salaried,3,3,0,2,0,39,360.0,male,3,Standard,8,Senior Manager,337455.0,Married,Has Car,2
Self Enquiry,1,Salaried,3,3,0,1,0,53,420.0,male,3,Standard,5,Senior Manager,390000.0,Married,Has Car,2
Self Enquiry,1,Salaried,3,3,0,1,0,30,300.0,female,3,Standard,2,Senior Manager,364830.0,Married,No Car,1
Self Enquiry,1,Salaried,3,3,0,2,0,35,1320.0,male,3,Basic,20,Executive,300000.0,Divorced,Has Car,2
Self Enquiry,1,Large Business,3,3,0,1,0,54,480.0,male,4,Basic,2,Executive,361800.0,Married,Has Car,1
Self Enquiry,1,Salaried,3,3,0,2,1,41,420.0,male,3,Basic,20,Executive,352335.0,Married,No Car,1
Company Invited,1,Small Business,3,3,0,2,0,38,1500.0,male,3,Deluxe,5,Manager,325725.0,Single,No Car,1
Self Enquiry,1,Salaried,3,3,0,2,0,42,1800.0,male,3,Deluxe,12,Manager,309030.0,Married,No Car,1
Self Enquiry,1,Small Business,3,3,0,2,0,41,1980.0,male,4,Deluxe,5,Manager,429660.0,Divorced,No Car,1
Company Invited,1,Small Business,3,3,0,1,0,32,900.0,female,4,Basic,2,Executive,263040.0,Divorced,Has Car,1
Self Enquiry,2,Salaried,3,3,1,1,0,42,480.0,male,1,Deluxe,3,Manager,357600.0,Divorced,No Car,1
Self Enquiry,2,Large Business,4,4,0,3,0,52,480.0,male,4,Standard,5,Senior Manager,532950.0,Single,Has Car,3
Self Enquiry,1,Large Business,3,3,1,2,1,31,480.0,female,3,Basic,5,Executive,260475.0,Divorced,Has Car,1
Self Enquiry,2,Small Business,3,3,0,5,0,43,2160.0,male,4,Deluxe,5,Manager,379440.0,Married,No Car,2
Self Enquiry,1,Small Business,3,3,0,2,1,48,480.0,male,2,Basic,7,Executive,300000.0,Single,No Car,2
Self Enquiry,1,Small Business,3,3,0,1,0,45,1800.0,male,3,Deluxe,3,AVP,498405.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,4,0,52,1380.0,female,3,Deluxe,2,Manager,300000.0,Married,No Car,2
Self Enquiry,2,Salaried,4,3,0,3,0,33,1980.0,male,3,Deluxe,5,Manager,355680.0,Married,No Car,3
Self Enquiry,2,Salaried,3,3,0,4,0,42,1500.0,male,3,Deluxe,3,Manager,343185.0,Divorced,No Car,2
Self Enquiry,1,Small Business,4,4,0,4,0,39,480.0,female,4,Basic,7,Executive,341970.0,Married,No Car,3
Company Invited,1,Small Business,4,3,0,3,1,31,960.0,female,4,Basic,3,Executive,340170.0,Married,No Car,3
Self Enquiry,1,Small Business,3,3,0,4,0,33,840.0,female,2,Basic,3,Executive,304440.0,Divorced,Has Car,2
Company Invited,1,Small Business,3,3,0,3,0,29,660.0,male,1,Basic,3,Executive,300000.0,Married,Has Car,2
Company Invited,1,Small Business,3,3,0,4,0,35,1320.0,female,2,Basic,2,Executive,270000.0,Married,Has Car,2
Self Enquiry,1,Salaried,3,3,0,4,0,38,1920.0,male,4,Deluxe,20,Manager,374265.0,Divorced,Has Car,2
Company Invited,2,Small Business,3,4,0,3,0,27,900.0,male,5,Standard,8,Senior Manager,426315.0,Single,Has Car,1
Self Enquiry,2,Small Business,3,4,0,5,0,37,1500.0,male,5,Deluxe,2,Manager,372495.0,Divorced,Has Car,1
Self Enquiry,2,Small Business,3,5,0,5,0,34,1020.0,female,5,Deluxe,3,Manager,300435.0,Divorced,Has Car,2
Self Enquiry,2,Salaried,3,4,0,4,0,28,960.0,female,5,Standard,2,Senior Manager,396570.0,Divorced,Has Car,2
Self Enquiry,2,Small Business,3,3,0,4,0,37,2040.0,male,3,Deluxe,4,Manager,330480.0,Married,No Car,1
Self Enquiry,2,Small Business,3,3,0,3,0,41,420.0,male,3,Deluxe,5,Manager,273990.0,Married,Has Car,1
Self Enquiry,3,Salaried,3,3,0,4,0,42,480.0,male,3,Deluxe,1,Manager,266190.0,Married,Has Car,1
Self Enquiry,2,Large Business,3,3,1,5,1,23,480.0,male,3,Basic,1,Executive,263280.0,Single,Has Car,1
Company Invited,2,Small Business,3,4,0,3,0,34,780.0,female,6,Basic,3,Executive,310000.0,Single,No Car,2
Self Enquiry,1,Large Business,3,3,0,5,0,50,480.0,male,4,Basic,5,Executive,380000.0,Married,Has Car,2
Self Enquiry,3,Small Business,4,4,0,1,0,50,2040.0,female,3,Deluxe,16,Manager,300000.0,Divorced,No Car,1
Self Enquiry,1,Salaried,3,3,0,4,0,56,420.0,male,4,Basic,5,Executive,314745.0,Married,No Car,1
Self Enquiry,1,Salaried,3,3,0,4,0,20,780.0,female,4,Basic,5,Executive,317610.0,Single,Has Car,1
Self Enquiry,1,Salaried,3,3,0,3,0,18,960.0,male,4,Deluxe,2,AVP,410000.0,Married,No Car,2
Company Invited,1,Small Business,3,3,0,3,0,34,480.0,male,3,King,1,VP,442545.0,Single,No Car,2
Self Enquiry,3,Large Business,3,3,0,4,0,46,720.0,male,2,Deluxe,3,Manager,400000.0,Divorced,No Car,1
Self Enquiry,2,Salaried,3,5,0,3,0,51,420.0,female,6,Deluxe,6,AVP,572025.0,Divorced,Has Car,1
Self Enquiry,1,Large Business,3,3,0,5,0,53,420.0,male,3,King,1,VP,559950.0,Married,Has Car,1
Company Invited,1,Small Business,3,3,0,2,0,37,900.0,female,4,Basic,2,Executive,268650.0,Single,Has Car,0
Self Enquiry,1,Salaried,3,3,0,5,0,59,840.0,male,3,King,5,VP,572460.0,Single,Has Car,1
Company Invited,1,Salaried,3,3,0,4,0,34,1080.0,male,3,Basic,3,Executive,490935.0,Married,No Car,2
Self Enquiry,1,Large Business,4,3,0,2,1,38,540.0,male,4,Basic,20,Executive,328020.0,Divorced,Has Car,2
Self Enquiry,1,Salaried,4,3,0,1,0,37,660.0,male,2,Basic,3,Executive,300000.0,Married,No Car,1
Self Enquiry,1,Salaried,4,3,0,2,0,22,420.0,female,4,Basic,3,Executive,307920.0,Single,No Car,1
Self Enquiry,2,Small Business,3,3,0,3,0,40,600.0,male,3,Deluxe,2,Manager,345210.0,Divorced,No Car,1
Company Invited,1,Small Business,4,3,0,2,0,46,420.0,male,4,Basic,2,Executive,310000.0,Married,No Car,3
Self Enquiry,1,Salaried,3,3,0,4,0,28,900.0,male,4,Basic,3,Executive,328275.0,Married,No Car,2
Self Enquiry,1,Salaried,4,3,0,2,0,30,540.0,male,2,Basic,5,Executive,392325.0,Married,Has Car,2
Self Enquiry,2,Small Business,3,3,0,3,0,54,480.0,female,4,Basic,5,Executive,277815.0,Married,No Car,1
Self Enquiry,2,Small Business,3,3,0,3,0,38,1020.0,female,4,Basic,2,Executive,262425.0,Divorced,No Car,1
Self Enquiry,1,Large Business,4,3,0,2,0,48,600.0,male,4,Standard,2,Executive,538785.0,Married,Has Car,3
Company Invited,3,Salaried,3,3,0,4,0,38,660.0,male,3,Deluxe,8,Manager,363225.0,Divorced,Has Car,0
Self Enquiry,3,Salaried,3,3,0,5,0,45,420.0,female,3,Deluxe,3,Executive,320000.0,Divorced,Has Car,1
Self Enquiry,2,Salaried,3,3,0,3,0,43,900.0,male,4,King,5,VP,375795.0,Married,Has Car,1
Company Invited,2,Salaried,3,3,0,4,0,27,840.0,male,3,Deluxe,2,Manager,330000.0,Married,Has Car,0
Self Enquiry,2,Small Business,3,4,1,3,1,31,480.0,male,3,Standard,2,Senior Manager,405405.0,Married,No Car,1
Self Enquiry,2,Small Business,3,3,0,3,0,39,600.0,male,2,Deluxe,3,Manager,300000.0,Single,No Car,1
Self Enquiry,1,Small Business,3,5,0,4,0,40,420.0,male,4,King,2,VP,573285.0,Divorced,Has Car,0
Self Enquiry,2,Salaried,3,3,0,3,0,32,1560.0,male,3,Deluxe,3,Manager,330000.0,Married,Has Car,1
Self Enquiry,2,Salaried,3,3,0,4,0,31,720.0,male,2,Deluxe,2,Manager,333030.0,Single,No Car,1
Self Enquiry,1,Large Business,3,3,0,3,0,35,600.0,female,4,Basic,2,Executive,270000.0,Married,No Car,1
Self Enquiry,1,Salaried,2,5,0,5,0,47,420.0,male,5,King,5,VP,522105.0,Married,Has Car,0
Self Enquiry,2,Salaried,3,4,0,2,0,51,780.0,male,3,Standard,5,Senior Manager,331155.0,Married,Has Car,2
Company Invited,2,Small Business,3,4,0,2,0,30,420.0,female,3,Deluxe,4,Manager,315585.0,Single,Has Car,2
Self Enquiry,2,Small Business,3,5,0,2,0,44,1740.0,female,3,Deluxe,3,Manager,376665.0,Married,Has Car,2
Self Enquiry,1,Salaried,4,3,0,4,0,31,900.0,female,4,King,5,VP,330000.0,Married,No Car,1
Company Invited,2,Small Business,3,4,0,3,0,26,1080.0,male,4,Standard,8,Senior Manager,473385.0,Married,No Car,2
Self Enquiry,2,Small Business,2,4,0,4,0,20,600.0,male,4,Deluxe,2,Manager,300000.0,Married,Has Car,1
Company Invited,2,Small Business,2,5,0,3,0,30,600.0,female,4,Basic,3,Executive,315360.0,Divorced,No Car,1
Self Enquiry,2,Small Business,2,5,0,3,0,25,1080.0,female,4,Deluxe,3,Manager,330600.0,Divorced,No Car,1
Self Enquiry,2,Large Business,3,5,0,3,0,45,1020.0,male,4,Deluxe,5,Manager,400000.0,Divorced,No Car,2
Company Invited,2,Small Business,2,4,0,4,0,38,540.0,male,4,Standard,2,Senior Manager,364935.0,Married,No Car,1
Self Enquiry,2,Small Business,2,5,0,4,0,43,840.0,male,4,Deluxe,8,Manager,300000.0,Single,No Car,1
Self Enquiry,1,Large Business,3,3,0,4,1,22,540.0,male,1,Basic,3,Executive,264780.0,Single,No Car,1
Self Enquiry,1,Small Business,3,3,0,4,0,34,840.0,male,3,Basic,2,Executive,267450.0,Married,No Car,1
Self Enquiry,2,Small Business,4,3,0,4,0,23,1080.0,male,4,Basic,3,Executive,318030.0,Married,No Car,2
Self Enquiry,3,Salaried,3,4,0,4,0,52,1020.0,male,4,Standard,6,Senior Manager,360060.0,Single,Has Car,2
Self Enquiry,2,Salaried,3,4,0,4,0,39,720.0,male,5,Deluxe,28,Manager,344175.0,Divorced,No Car,2
Company Invited,2,Salaried,3,4,0,3,0,42,840.0,male,4,Standard,1,Senior Manager,370260.0,Single,Has Car,2
Company Invited,2,Salaried,3,4,0,3,0,44,480.0,male,4,Standard,8,Senior Manager,418530.0,Married,Has Car,2
Self Enquiry,2,Salaried,3,4,0,3,0,36,840.0,male,4,Deluxe,1,Manager,423645.0,Single,No Car,2
Self Enquiry,3,Salaried,3,4,0,4,0,34,660.0,female,5,Standard,1,Senior Manager,425955.0,Married,Has Car,2
Self Enquiry,3,Salaried,2,4,0,3,0,36,960.0,male,4,Standard,1,Senior Manager,408780.0,Single,No Car,1
Self Enquiry,2,Salaried,3,4,0,3,0,43,600.0,female,4,Standard,4,Senior Manager,433320.0,Divorced,Has Car,2
Self Enquiry,2,Salaried,3,4,0,3,0,29,660.0,male,4,Deluxe,20,Manager,360000.0,Single,No Car,1
Self Enquiry,1,Salaried,3,3,1,3,0,42,900.0,female,3,Basic,5,Executive,266685.0,Married,No Car,1
Company Invited,1,Salaried,3,3,1,3,1,36,600.0,male,4,Basic,16,Executive,269925.0,Divorced,No Car,1
Self Enquiry,2,Small Business,2,4,1,3,1,43,480.0,male,4,Deluxe,3,Manager,374415.0,Single,Has Car,1
Self Enquiry,2,Small Business,2,4,1,3,0,32,780.0,female,4,Standard,1,Senior Manager,267045.0,Single,No Car,1
Self Enquiry,1,Small Business,3,4,0,2,0,48,420.0,male,3,Basic,4,Executive,507720.0,Divorced,No Car,2
Self Enquiry,3,Small Business,2,4,0,4,0,26,720.0,male,5,Basic,8,Executive,338580.0,Single,Has Car,1
Self Enquiry,1,Small Business,3,4,0,4,0,27,420.0,female,4,Basic,4,Executive,262725.0,Divorced,Has Car,2
Self Enquiry,1,Small Business,2,4,0,3,0,36,1620.0,male,4,Deluxe,3,Senior Manager,334290.0,Married,Has Car,1
Self Enquiry,1,Large Business,3,4,0,4,0,58,660.0,male,4,Standard,2,Senior Manager,481545.0,Married,Has Car,2
Self Enquiry,1,Large Business,2,4,0,4,0,31,840.0,male,4,Basic,2,Senior Manager,346740.0,Single,Has Car,1
Self Enquiry,1,Small Business,3,5,0,4,0,34,540.0,male,4,Standard,3,Senior Manager,394530.0,Married,No Car,1
Self Enquiry,1,Small Business,2,4,0,3,0,54,900.0,male,4,Standard,2,Senior Manager,425670.0,Single,Has Car,1
Self Enquiry,1,Large Business,2,4,0,4,0,48,900.0,male,4,Basic,1,Executive,280050.0,Divorced,Has Car,1
Self Enquiry,1,Large Business,3,5,0,3,0,44,540.0,male,4,Deluxe,6,AVP,445620.0,Single,Has Car,1
