,id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,AgeInt
3076,6565,42才,Self Enquiry,2,20分,Salaried,male,2.0,3.0,Deluxe,4.0,2,1,4,Manager,311025.0,結婚済み 車所持 子供有り(1人),42.0
3077,6566,,Company Invited,1,,Small Business,Female,3.0,3.0,basic,4.0,年に5回,0,4,Executive,,"独身、自動車未所有,子供2人",
3078,6567,54歳,Company Invited,1,11分,Small Business,male,2.0,3.0,STANDARD,4.0,2,0,5,Senior Manager,386205.0,結婚済み／車所持／こども1人,54.0
3079,6568,39歳,Company Invited,1,10分,Large Business,Male,3.0,3.0,Standard,4.0,2,0,4,Senior Manager,356565.0,結婚済み、自動車未所有、こども2人,39.0
3080,6569,50歳,Self Enquiry,1,27分,Large Business,Female,2.0,3.0,Standard,4.0,2,0,5,Senior Manager,月収40.0万円,独身 車保有 こども1人,50.0
3081,6570,37歳,Company Invited,1,7分,Large Business,Male,2.0,3.0,Standard,4.0,5,0,3,Senior Manager,330225.0,"結婚済み,自家用車あり,子供1人",37.0
3082,6571,39歳,Self Enquiry,1,12分,Small Business,Male,3.0,4.0,Basic,4.0,2,0,4,Executive,324480.0,"結婚済み,自家用車あり,子供2人",39.0
3083,6572,41歳,Self Enquiry,1,480秒,Small Business,Female,3.0,3.0,SUPER DELUXE,4.0,2,0,3,AVP,月収46.0万円,結婚済み／乗用車なし／こども2人,41.0
3084,6573,35歳,Self Enquiry,1,600秒,Small Business,Male,2.0,4.0,Basic,4.0,2,0,3,Executive,322200.0,離婚済み／車所持／子供1人,35.0
3085,6574,30代,Self Enquiry,1,660秒,Large Business,Male,3.0,3.0,STANDARD,4.0,3,0,4,Senior Manager,419475.0,結婚済み 自動車所有 こども2人,35.0
3086,6575,30代,Self Enquiry,1,1020秒,Small Business,female,2.0,4.0,BASIC,4.0,3,0,3,Executive,月収33.0万円,"結婚済み,車未所持,子供1人",35.0
3087,6576,31歳,Self Enquiry,1,1320秒,Small Business,Male,3.0,4.0,Deluxe,4.0,7,0,3,Manager,349605.0,結婚済み、自家用車なし、子供有り 2人,31.0
3088,6577,30歳,Company Invited,1,780秒,Large Business,female,3.0,3.0,Standard,4.0,2,0,3,Senior Manager,月収39.0万円,結婚済み、車所持、子供2人,30.0
3089,6578,31歳,Self Enquiry,1,33分,Salaried,Male,2.0,3.0,Super Deluxe,4.0,2,0,3,AVP,434235.0,未婚、車保有なし、1児,31.0
3090,6579,53歳,Company Invited,1,10分,Salaried,Male,3.0,3.0,Standard,4.0,5,0,3,Senior Manager,445590.0,未婚 自動車所有 2児,53.0
3091,6580,,Self Enquiry,1,23分,Salaried,ｍａｌｅ,2.0,3.0,Basic,4.0,1,0,4,Execｕtive,月収30.0万円,独身　車未所持　子供1人,
3092,6581,20歳,Company Invited,2,24分,Salaried,Female,4.0,5.0,basic,5.0,3,0,2,Executive,月収31.0万円,独身 自動車所有　こども3人,20.0
3093,6582,33歳,Self Enquiry,2,540秒,Salaried,female,4.0,5.0,Standard,4.0,7,0,2,Senior Manager,511305.0,離婚済み、車所持、こども3人,33.0
3094,6583,44才,Self Enquiry,2,9分,Small Business,Ｍａｌｅ,3.0,5.0,Deluxe,5.0,3,0,2,Manager,363810.0,未婚 乗用車なし 子供2人,44.0
3095,6584,21歳,Self Enquiry,2,9分,Small Business,Male,3.0,5.0,Basic,5.0,3,0,2,Executive,327315.0,未婚 車未所持 こども2人,21.0
3096,6585,28歳,Self Enquiry,2,10分,Small Business,male,3.0,5.0,deluxe,4.0,3,1,2,Manager,424680.0,独身/自家用車なし/子供2人,28.0
3097,6586,25歳,Self Enquiry,1,540秒,Large Business,Ｆｅｍａｌｅ,4.0,5.0,Basic,4.0,3,0,2,Executive,316125.0,未婚、車未所持、子供3人,25.0
3098,6587,45際,Self Enquiry,1,360秒,Large Business,Male,3.0,5.0,Super Deluxe,4.0,7,0,2,AVP,436485.0,未婚 車あり 子供2人,45.0
3099,6588,34歳,Company Invited,1,600秒,Small Business,Male,4.0,5.0,Basic,4.0,年に2回,0,2,Executive,345765.0,未婚　車未所持　こども3人,34.0
3100,6589,22歳,Self Enquiry,1,28分,Large Business,MALE,3.0,5.0,Basic,4.0,3,0,2,Executive,297810.0,"結婚済み,車未所持,子供2人",22.0
3101,6590,24歳,Self Enquiry,2,7分,Small Business,Female,3.0,4.0,Deluxe,5.0,3,0,1,Manager,354390.0,未婚/自動車未所有/1児,24.0
3102,6591,41歳,Company Invited,2,14分,Small Business,MALE,3.0,4.0,Basic,4.0,年に2回,0,2,Executive,311460.0,"結婚済み,車所持,1児",41.0
3103,6592,28歳,Company Invited,2,15分,Large Business,Female,3.0,4.0,STANDARD,4.0,2,0,2,Senior Manager,307920.0,結婚済み	自動車所有	子供無し,28.0
3104,6593,53歳,Self Enquiry,3,360秒,Large Business,female,3.0,4.0,STANDARD,5.0,2,0,1,Senior Manager,433050.0,結婚済み/車未所持／子供有り 1人,53.0
3105,6594,三十七歳,Self Enquiry,3,10分,Salaried,Female,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,381885.0,未婚/車所持/こども1人,37.0
3106,6595,56歳,Self Enquiry,3,12分,Small Business,Female,3.0,4.0,STANDARD,4.0,年に2回,0,1,Senior Manager,416235.0,"離婚済み,乗用車なし,無子",56.0
3107,6596,43歳,Company Invited,2,12分,Small Business,Fe Male,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,422760.0,未婚 車保有 1児,43.0
3108,6597,51才,Company Invited,2,7分,Salaried,Ｍａｌｅ,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,352680.0,離婚済み／自動車所有／子供1人,51.0
3109,6598,５０歳,Self Enquiry,1,30分,Small Business,Male,4.0,4.0,Super Deluxe,3.0,5,0,3,AVP,401505.0,結婚済み、車保有なし、子供3人,50.0
3110,6599,55歳,Self Enquiry,3,15分,Small Business,Female,3.0,4.0,STANDARD,4.0,5,1,2,Senior Manager,382185.0,離婚済み、自動車未所有、子供1人,55.0
3111,6600,54際,Company Invited,3,9分,Salaried,FEMALE,3.0,4.0,Standard,4.0,2,1,1,Senior Manager,304080.0,結婚済み/車未所持/こども1人,54.0
3112,6601,50代,Company Invited,1,840秒,Small Business,Female,3.0,4.0,Basic,4.0,5,0,1,Executive,269040.0,離婚済み、乗用車なし、子供無し,55.0
3113,6602,40代,Self Enquiry,1,13分,Small Business,Male,3.0,4.0,Standard,4.0,年に2回,0,1,Senior Manager,398550.0,離婚済み、自家用車なし、子供有り(1人),45.0
3114,6603,36歳,Company Invited,1,14分,Salaried,Female,3.0,4.0,Standard,5.0,2,0,2,Senior Manager,427380.0,離婚済み、自動車所有、子供無し,36.0
3115,6604,29際,Company Invited,1,300秒,Salaried,Fe Male,3.0,4.0,STANDARD,4.0,2,0,1,Senior Manager,377235.0,未婚 自動車未所有 子供有り(1人),29.0
3116,6605,42歳,Self Enquiry,1,8分,Salaried,FEMALE,3.0,4.0,super deluxe,4.0,2,0,2,АVＰ,529260.0,"離婚済み,車所持,こども1人",42.0
3117,6606,五十二歳,Company Invited,1,540秒,Small Business,Female,3.0,4.0,Deluxe,5.0,5,0,1,Manager,349020.0,離婚済み、車所持、子供1人,52.0
3118,6607,33歳,Company Invited,1,1020秒,Small Business,Female,3.0,5.0,BASIC,4.0,4,1,2,Executive,327255.0,独身/車保有なし/子供1人,33.0
3119,6608,43歳,Company Invited,1,840秒,Small Business,male,3.0,4.0,Basic,4.0,7,1,2,Executive,324555.0,結婚済み、車未所持、子供なし,43.0
3120,6609,45歳,Self Enquiry,1,10分,Large Business,Male,3.0,4.0,Basic,4.0,4,1,2,Executive,348525.0,結婚済み、車保有なし、こども1人,45.0
3121,6610,二十四歳,Company Invited,3,17分,Small Business,male,2.0,5.0,Basic,4.0,3,0,4,Executive,月収30.0万円,独身、自家用車なし、子供1人,24.0
3122,6611,33歳,Company Invited,2,15分,Large Business,Ｍａｌｅ,2.0,4.0,Standard,4.0,5,0,3,Senior Manager,390315.0,結婚済み／車なし／子供なし,33.0
3123,6612,32歳,Company Invited,2,15分,Small Business,ｆｅｍａｌｅ,2.0,4.0,Deluxe,4.0,2,0,3,Manager,353985.0,結婚済み 車未所持 子供なし,32.0
3124,6613,51歳,Company Invited,3,33分,Small Business,FEMALE,2.0,4.0,Basic,4.0,2,0,4,AVP,272640.0,離婚済み/車所持/子供無し,51.0
3125,6614,五十歳,Company Invited,3,16分,Small Business,Male,2.0,4.0,STANDARD,4.0,3,0,4,Senior Manager,月収38.0万円,"未婚
自動車未所有
子供有り 1人",50.0
3126,6615,25歳,Company Invited,2,1080秒,Small Business,female,2.0,4.0,Basıc,4.0,2,0,3,Executive,250635.0,独身、車所持、こども1人,25.0
3127,6616,,Self Enquiry,2,9分,Small Business,Male,2.0,4.0,Baｓic,4.0,7,0,3,Executiѵe,251940.0,"独身,乗用車なし,子供1人",
3128,6617,49歳,Company Invited,2,10分,Small Business,Male,2.0,4.0,Standard,4.0,7,0,3,Senior Manager,423990.0,独身 自動車所有 子供1人,49.0
3129,6618,37歳,Company Invited,2,,Small Business,female,2.0,4.0,Deluxe,4.0,3,0,3,Manager,,結婚済み、車未所持、こども1人,37.0
3130,6619,52歳,Self Enquiry,2,9分,Small Business,Male,2.0,5.0,Standard,4.0,2,0,3,Senior Manager,358590.0,未婚 車保有なし　子供1人,52.0
3131,6620,31歳,Company Invited,2,9分,Small Business,Fe Male,2.0,5.0,Deluxe,4.0,3,0,3,Mαnager,331140.0,未婚、自動車未所有、子供1人,31.0
3132,6621,50代,Company Invited,2,15分,Small Business,Male,2.0,4.0,Stand𝖺𝘳d,4.0,2,0,4,Senior Manager,月収35.0万円,離婚済み／乗用車なし／子供1人,55.0
3133,6622,30歳,Company Invited,2,24分,Small Business,Male,2.0,4.0,Deluxe,4.0,1,0,3,Manager,月収40.0万円,離婚済み、自動車未所有、こども1人,30.0
3134,6623,43歳,Self Enquiry,2,360秒,Small Business,Male,2.0,4.0,Super Deluxe,4.0,2,0,3,AVP,月収45.0万円,結婚済み/自動車所有/非育児家庭,43.0
3135,6624,54歳,Self Enquiry,2,7分,Large Business,Female,2.0,4.0,Standard,4.0,5,0,4,Manager,421035.0,未婚 自動車未所有 子供1人,54.0
3136,6625,36際,Self Enquiry,2,7分,Small Business,Ｆｅｍａｌｅ,2.0,4.0,Standard,4.0,2,0,3,Senior Manager,375885.0,未婚、自動車所有、子供1人,36.0
3137,6626,46歳,Self Enquiry,2,12分,Small Business,Female,2.0,4.0,Standard,4.0,3,0,4,Senior Manager,364485.0,結婚済み 車保有 子供1人,46.0
3138,6627,41歳,Self Enquiry,2,1020秒,Salaried,Ｍａｌｅ,2.0,4.0,Standard,4.0,年に3回,0,3,Senior Manager,368190.0,結婚済み 車所持 子供なし,41.0
3139,6628,二十五歳,Self Enquiry,3,7分,Salaried,MALE,2.0,4.0,STANDARD,4.0,2,0,3,Senior Manager,360360.0,未婚、車所持、子供なし,25.0
3140,6629,47歳,Company Invited,3,11分,Salaried,Male,2.0,4.0,Standard,4.0,3,0,5,Senior Manager,357435.0,未婚、乗用車所持、非育児家庭,47.0
3141,6630,54歳,Self Enquiry,2,7分,Salaried,Female,2.0,4.0,Deluxe,4.0,5,1,4,Manager,415770.0,未婚/自動車所有/子供1人,54.0
3142,6631,22歳,Self Enquiry,1,1440秒,Large Business,male,2.0,4.0,Basic,4.0,年に3回,0,4,Executive,322725.0,未婚、車未所持、子供1人,22.0
3143,6632,４０歳,Self Enquiry,1,9分,Large Business,Male,2.0,4.0,standard,5.0,年に5回,0,4,Senior Manager,338055.0,"離婚済み,自動車未所有,子供1人",40.0
3144,6633,25歳,Self Enquiry,1,660秒,Large Business,male,2.0,4.0,Basic,4.0,3,0,5,Executive,315840.0,未婚、車保有なし、子供1人,25.0
3145,6634,32歳,Self Enquiry,1,11分,Salaried,Female,2.0,4.0,STANDARD,4.0,年に2回,0,3,Senior Manager,月収40.0万円,結婚済み、自動車未所有、子供無し,32.0
3146,6635,35歳,Self Enquiry,1,840秒,Salaried,Male,2.0,4.0,Standard,5.0,1,0,4,Senior Manager,324690.0,結婚済み 自動車未所有 子供1人,35.0
3147,6636,33歳,Self Enquiry,1,11分,Small Business,Female,2.0,4.0,STANDARD,5.0,7,1,3,Senior Manager,344760.0,独身、車なし、子供1人,33.0
3148,6637,30代,Self Enquiry,1,600秒,Large Business,fe male,2.0,4.0,Standard,4.0,3,1,3,Senior Manager,379665.0,未婚、車未所持、子供1人,35.0
3149,6638,三十六歳,Self Enquiry,2,14分,Small Business,Female,2.0,2.0,Standard,5.0,2,0,1,Senior Manager,499785.0,結婚済み、自動車所有、子供1人,36.0
3150,6639,56歳,Company Invited,3,30分,Small Business,Ｍａｌｅ,3.0,1.0,Super Deluxe,4.0,2,0,2,AVP,月収40.0万円,独身　乗用車所持　子供2人,56.0
3151,6640,38歳,Company Invited,2,28分,Large Business,Male,2.0,2.0,Deluxe,5.0,2,0,2,Manager,327615.0,結婚済み/乗用車なし/こども1人,38.0
3152,6641,32歳,Self Enquiry,1,900秒,Salaried,Male,3.0,5.0,Deluxe,4.0,1,0,3,Manager,月収30.0万円,結婚済み/自動車未所有/子供有り 1人,32.0
3153,6642,３４歳,Self Enquiry,2,19分,Large Business,Male,3.0,3.0,Deluxe,5.0,5,0,4,Manager,368790.0,独身/自動車未所有／こども2人,34.0
3154,6643,33歳,Self Enquiry,1,900秒,Salaried,Male,2.0,1.0,Basic,5.0,3,0,1,Executive,272745.0,結婚済み、車なし、子供1人,33.0
3155,6644,55才,Company Invited,1,10分,Small Business,Female,2.0,2.0,Standard,5.0,2,0,2,Senior Manager,358815.0,結婚済み　自家用車あり 子供1人,55.0
3156,6645,37歳,Company Invited,1,16分,Salaried,female,2.0,3.0,Deluxe,4.0,3,0,1,Manager,月収30.0万円,"未婚、車所持,子供1人",37.0
3157,6646,40際,Self Enquiry,1,23分,Salaried,Male,2.0,1.0,deluxe,5.0,3,0,1,Manager,377595.0,"離婚済み,自家用車なし,子供有り 1人",40.0
3158,6647,52歳,Self Enquiry,1,7分,Salaried,fe male,3.0,2.0,Standard,4.0,1,0,1,Senior Manager,372060.0,未婚 車未所持 子供2人,52.0
3159,6648,48才,Self Enquiry,1,9分,Small Business,male,3.0,2.0,Super Deluxe,5.0,2,0,2,AVP,416700.0,独身、乗用車なし、子供2人,48.0
3160,6649,４３歳,Self Enquiry,1,420秒,Small Business,female,2.0,3.0,Basic,4.0,6,0,2,Executive,263010.0,独身、車所持、子供1人,43.0
3161,6650,20歳,Self Enquiry,1,8分,Small Business,Male,3.0,1.0,Basic,4.0,3,0,5,Executive,260415.0,結婚済み／自動車所有／子供2人,20.0
3162,6651,５９才,Self Enquiry,2,600秒,Large Business,Male,3.0,5.0,king,4.0,年に7回,0,2,Senior Manager,539025.0,独身、自動車所有、子供1人,59.0
3163,6652,二十八歳,Self Enquiry,1,8分,Large Business,Male,3.0,5.0,Basic,4.0,1,0,1,Executive,260070.0,結婚済み 自家用車あり 子供有り 1人,28.0
3164,6653,30歳,Self Enquiry,1,7分,Small Business,FEMALE,3.0,5.0,basic,5.0,3,0,2,Executive,487020.0,"独身、車未所持,子供有り 1人",30.0
3165,6654,42歳,Company Invited,1,6分,Salaried,male,3.0,5.0,Standard,4.0,2,0,2,Senior Manager,432945.0,結婚済み／車未所持／子供1人,42.0
3166,6655,29歳,Self Enquiry,1,720秒,Small Business,Male,3.0,500.0,Basic,4.0,3,0,2,Executive,月収27.0万円,結婚済み　自動車未所有　子供1人,29.0
3167,6656,51歳,Self Enquiry,2,14分,Salaried,Female,2.0,5.0,STANDARD,4.0,7,0,4,Senior Manager,374775.0,離婚済み、車所持、子供有り 1人,51.0
3168,6657,25歳,Company Invited,3,18分,Salaried,female,2.0,5.0,Deluxe,5.0,年に3回,0,3,Manager,350625.0,結婚済み 車未所持 子供1人,25.0
3169,6658,28歳,Company Invited,3,420秒,Salaried,ｆｅｍａｌｅ,3.0,4.0,Standard,4.0,2,0,1,Sеnior Managеr,420330.0,結婚済み/車所持/子供2人,28.0
3170,6659,34歳,Self Enquiry,3,1740秒,Small Business,Female,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,446880.0,離婚済み 自動車未所有　2児,34.0
3171,6660,58歳,Self Enquiry,2,15分,Small Business,male,3.0,4.0,Super Deluxe,4.0,7,0,2,AVP,547350.0,結婚済み、車未所持、こども2人,58.0
3172,6661,41才,Self Enquiry,2,10分,Small Business,Ｍａｌｅ,3.0,5.0,DELUXE,5.0,3,0,1,Manager,月収30.0万円,未婚 車未所持 子供1人,41.0
3173,6662,34歳,Company Invited,2,16分,Small Business,Male,3.0,5.0,DELUXE,4.0,年に8回,0,2,Manager,312570.0,結婚済み	車保有なし	子供有り 1人,34.0
3174,6663,32際,Self Enquiry,2,540秒,Salaried,Ｍａｌｅ,3.0,4.0,DELUXE,5.0,1,0,2,Manager,355680.0,"結婚済み,自動車未所有,子供1人",32.0
3175,6664,47際,Company Invited,3,1380秒,Salaried,male,3.0,4.0,SUPER DELUXE,4.0,2,0,2,AVP,519540.0,独身／乗用車所持／子供1人,47.0
3176,6665,３８歳,Self Enquiry,2,960秒,Small Business,male,3.0,4.0,DELUXE,4.0,1,0,2,Manager,月収35.0万円,"離婚済み,車所持、こども2人",38.0
3177,6666,55際,Self Enquiry,2,600秒,Salaried,Male,3.0,4.0,Standard,4.0,2,0,1,Senior Manager,月収40.0万円,結婚済み、車所持、子供有り(2人),55.0
3178,6667,54歳,Self Enquiry,2,7分,Small Business,Female,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,月収40.0万円,"離婚済み,自動車所有,2児",54.0
3179,6668,58歳,Company Invited,2,1620秒,Small Business,Ｍａｌｅ,3.0,4.0,Deluxe,4.0,7,0,2,Manager,348900.0,結婚済み/車未所持/子供1人,58.0
3180,6669,三十九歳,Self Enquiry,2,26分,Small Business,Male,3.0,4.0,Deluxe,4.0,2,0,1,Manager,320880.0,離婚済み/自家用車あり／こども1人,39.0
3181,6670,42才,Self Enquiry,2,13分,Small Business,Female,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,393090.0,離婚済み 車なし　子供有り 2人,42.0
3182,6671,25歳,Self Enquiry,2,8分,Salaried,Male,3.0,4.0,STANDARD,4.0,2,0,1,Senior Manager,月収39.0万円,結婚済み／車所持／子供1人,25.0
3183,6672,32歳,Self Enquiry,1,9分,Small Business,Ｆｅ　Ｍａｌｅ,2.0,5.0,Deluxe,4.0,2,0,3,Manager,月収40.0万円,"未婚,車所持,子供1人",32.0
3184,6673,３４才,Company Invited,1,11分,Small Business,Male,2.0,5.0,King,4.0,1,0,4,VP,515520.0,"結婚済み,自動車所有,子供なし",34.0
3185,6674,27歳,Company Invited,1,8分,Small Business,female,2.0,5.0,basic,4.0,3,0,3,Executive,260595.0,独身、車所持、子供なし,27.0
3186,6675,43歳,Self Enquiry,1,7分,Small Business,Male,3.0,5.0,BASIC,4.0,3,1,1,Executive,316110.0,結婚済み、車未所持、こども1人,43.0
3187,6676,55才,Self Enquiry,1,6分,Salaried,Ｍａｌｅ,2.0,5.0,Deluxe,4.0,2,0,4,Manager,344250.0,未婚、自家用車なし、子供1人,55.0
3188,6677,49歳,Self Enquiry,2,12分,Small Business,Male,3.0,4.0,Basic,4.0,2,1,2,Executive,月収30.0万円,結婚済み 自動車未所有 子供2人,49.0
3189,6678,50代,Self Enquiry,1,7分,Salaried,Male,3.0,4.0,Ѕtandard,4.0,5,0,2,Senior Manager,月収40.0万円,結婚済み、車保有なし、子供1人,55.0
3190,6679,37歳,Self Enquiry,1,18分,Small Business,Male,3.0,5.0,Basic,4.0,7,0,2,Executive,月収32.0万円,結婚済み、自動車未所有、子供2人,37.0
3191,6680,31歳,Self Enquiry,1,540秒,Small Business,Ｍａｌｅ,3.0,4.0,Basic,4.0,2,0,2,Executive,329700.0,未婚、車未所持、子供2人,31.0
3192,6681,48才,Self Enquiry,1,9分,Large Business,Female,3.0,4.0,Super Deluxe,5.0,1,0,1,VP,440295.0,結婚済み/自家用車あり/子供1人,48.0
3193,6682,３２歳,Self Enquiry,1,15分,Salaried,Male,3.0,4.0,Standard,4.0,5,0,1,Senior Manager,月収30.0万円,離婚済み／車未所持／子供2人,32.0
3194,6683,20代,Company Invited,1,8分,Salaried,Male,3.0,4.0,Basic,4.0,3,0,2,Executive,307785.0,"独身,自家用車なし、子供有り 1人",25.0
3195,6684,５０歳,Self Enquiry,1,480秒,Salaried,FEMALE,3.0,4.0,Super Deluxe,5.0,3,0,1,Executive,455310.0,"離婚済み,車所持、こども2人",50.0
3196,6685,46歳,Self Enquiry,1,1380秒,Salaried,male,3.0,4.0,Super Deluxe,5.0,5,0,2,AVP,485820.0,離婚済み	車未所持	1児,46.0
3197,6686,49歳,Self Enquiry,1,5分,Salaried,Female,3.0,4.0,STANDARD,4.0,2,0,2,Senior Manager,406140.0,"未婚、自家用車あり,こども2人",49.0
3198,6687,50代,Self Enquiry,1,9分,Salaried,male,3.0,4.0,Standard,4.0,7,0,2,Senior Manager,月収50.0万円,離婚済み、車未所持、子供有り 2人,55.0
3199,6688,36歳,Self Enquiry,1,16分,Large Business,ＭＡＬＥ,3.0,4.0,Basic,4.0,2,0,2,Executive,339615.0,独身/車未所持/子供1人,36.0
3200,6689,49歳,Self Enquiry,1,10分,Small Business,Female,3.0,5.0,King,5.0,3,0,2,VP,423450.0,結婚済み 自家用車あり こども1人,49.0
3201,6690,４６歳,Company Invited,1,14分,Salaried,Male,3.0,5.0,STANDARD,4.0,2,0,2,Senior Manager,408975.0,離婚済み、自動車未所有、子供2人,46.0
3202,6691,47歳,Self Enquiry,1,8分,Large Business,male,3.0,4.0,Super Deluxe,4.0,7,0,2,АVP,472140.0,離婚済み 車未所持 子供有り(2人),47.0
3203,6692,49歳,Self Enquiry,1,9分,Large Business,male,3.0,4.0,Standard,4.0,2,0,1,Senior Manager,382545.0,離婚済み 車未所持 子供2人,49.0
3204,6693,27歳,Self Enquiry,1,900秒,Small Business,male,3.0,4.0,Basic,4.0,2,0,2,Executive,259215.0,離婚済み	自家用車なし	子供1人,27.0
3205,6694,38歳,Self Enquiry,1,15分,Small Business,Female,3.0,4.0,Basic,4.0,7,1,1,Executive,268380.0,離婚済み 車所持　こども2人,38.0
3206,6695,26歳,Self Enquiry,1,16分,Small Business,male,4.0,4.0,Basic,4.0,3,0,2,Executive,384120.0,結婚済み、車保有なし、子供1人,26.0
3207,6696,20代,Company Invited,2,960秒,Small Business,Male,2.0,4.0,Basic,4.0,2,0,4,Executive,253800.0,独身、自家用車なし、子供なし,25.0
3208,6697,29際,Self Enquiry,2,720秒,Small Business,female,2.0,3.0,basic,5.0,4,0,1,Executive,月収31.0万円,独身 車未所持 子供1人,29.0
3209,6698,32才,Self Enquiry,2,8分,Small Business,Male,2.0,2.0,Standard,5.0,年に1回,0,1,Senior Manager,315570.0,結婚済み、自動車所有、子供1人,32.0
3210,6699,24才,Self Enquiry,2,13分,Small Business,male,1.0,1.0,Basic,4.0,2,0,1,Executive,256500.0,離婚済み、車所持、子供なし,24.0
3211,6700,45歳,Self Enquiry,2,14分,Salaried,Male,2.0,3.0,Super Deluxe,5.0,6,0,2,AVP,411990.0,離婚済み	車未所持	子供1人,45.0
3212,6701,52歳,Self Enquiry,1,540秒,Salaried,male,2.0,5.0,King,5.0,4,0,2,VP,563670.0,"独身、自動車未所有,子供の数不明",52.0
3213,6702,28歳,Company Invited,1,420秒,Salaried,Female,1.0,3.0,Standard,4.0,1,0,1,Senior Manager,月収31.0万円,離婚済み、自動車所有、子供なし,28.0
3214,6703,19際,Self Enquiry,2,7分,Small Business,male,4.0,4.0,Deluxe,5.0,年に2回,0,3,Manager,312855.0,未婚、車所持、子供3人,19.0
3215,6704,30歳,Self Enquiry,2,7分,Small Business,Female,3.0,4.0,basic,5.0,3,0,3,Executive,310095.0,離婚済み 自動車所有 子供2人,30.0
3216,6705,56歳,Self Enquiry,2,11分,Small Business,Male,4.0,4.0,Standard,5.0,年に7回,0,3,Senior Manager,508740.0,独身、車なし、子供3人,56.0
3217,6706,36歳,Self Enquiry,3,6分,Small Business,Male,4.0,4.0,Stand𝖺rd,4.0,2,0,4,Senior Manager,379755.0,結婚済み 自動車所有 こども3人,36.0
3218,6707,37歳,Self Enquiry,2,12分,Salaried,Male,3.0,4.0,Standard,4.0,7,0,3,Senior Manager,424305.0,結婚済み/乗用車なし/子供有り 2人,37.0
3219,6708,40代,Company Invited,3,2100秒,Salaried,Male,3.0,4.0,DELUXE,5.0,5,0,3,Manager,315030.0,未婚、自動車未所有、子供2人,45.0
3220,6709,50歳,Self Enquiry,2,31分,Salaried,Female,3.0,5.0,Basic,5.0,3,0,4,Executive,317700.0,結婚済み 自動車未所有 こども2人,50.0
3221,6710,46才,Self Enquiry,2,17分,Large Business,Male,3.0,5.0,ᗞeluxe,4.0,7,0,2,Manager,352245.0,"独身、乗用車所持,子供1人",46.0
3222,6711,27才,Self Enquiry,3,600秒,Salaried,Male,3.0,5.0,standard,4.0,3,0,2,Senior Manager,月収46.0万円,未婚 乗用車所持 子供有り(2人),27.0
3223,6712,４３歳,Company Invited,2,1740秒,Small Business,Male,3.0,5.0,Deluxe,4.0,年に8回,0,2,Manager,347295.0,"結婚済み,自動車未所有,子供1人",43.0
3224,6713,59歳,Self Enquiry,2,5分,Small Business,Male,3.0,5.0,standard,4.0,2,0,2,Senior Manager,360735.0,離婚済み、車未所持、子供1人,59.0
3225,6714,三十三歳,Company Invited,2,25分,Small Business,female,3.0,5.0,deluxe,5.0,3,0,2,Manager,369315.0,未婚/自家用車なし/子供1人,33.0
3226,6715,３０代,Self Enquiry,2,,Small Business,Female,3.0,5.0,Deluxe,4.0,3,0,2,Manager,307335.0,独身　自動車未所有 こども1人,35.0
3227,6716,20代,Self Enquiry,2,7分,Large Business,Female,3.0,5.0,BASIC,5.0,2,0,2,Executive,319095.0,独身 自動車所有 こども1人,25.0
3228,6717,44歳,Company Invited,2,540秒,Small Business,Male,3.0,5.0,Deluxe,4.0,7,0,2,Manager,月収40.0万円,結婚済み、車未所持、子供1人,44.0
3229,6718,42歳,Self Enquiry,3,840秒,Salaried,Male,3.0,5.0,Basic,4.0,3,0,2,Executive,360090.0,結婚済み 自動車未所有 子供1人,42.0
3230,6719,34歳,Self Enquiry,3,12分,Small Business,Female,3.0,5.0,Basic,4.0,2,0,2,Executive,312900.0,独身/自動車所有/子供1人,34.0
3231,6720,３８歳,Self Enquiry,2,11分,Large Business,Male,1.0,1.0,Deluxe,4.0,1,0,4,Manager,294720.0,結婚済み　自動車所有　子供無し,38.0
3232,6721,23歳,Self Enquiry,2,,Small Business,Female,1.0,,Basic,4.0,3,0,4,Executive,291570.0,独身 車あり 子供無し,23.0
3233,6722,,Company Invited,2,10分,Small Business,Male,2.0,1.0,Basic,4.0,6,0,3,Executive,260760.0,結婚済み、車あり、子供1人,
3234,6723,36歳,Self Enquiry,2,17分,Small Business,Male,3.0,4.0,Basic,4.0,2,1,4,Executive,310470.0,結婚済み、自動車所有、子供2人,36.0
3235,6724,27際,Company Invited,2,21分,Salaried,male,2.0,1.0,Deluxe,4.0,2,0,4,Manager,月収25.0万円,結婚済み　車未所持　こども1人,27.0
3236,6725,31歳,Self Enquiry,1,32分,Small Business,female,3.0,5.0,Deluxe,4.0,3,0,1,Manager,424950.0,離婚済み	車所持	こども1人,31.0
3237,6726,,Self Enquiry,1,10分,Small Business,Female,3.0,5.0,Basic,5.0,2,0,1,Executive,268260.0,離婚済み、自動車未所有、子供2人,
