TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken,age,duration
Company Invited,2,Small Business,Ｍａｌｅ,2.0,4.0,ꓢtandard,4.0,2,0,1,Senior Manager,465660.0,結婚済み、自動車未所有、子供1人,0,40,720.0
Self Enquiry,3,Small Business,Fe Male,2.0,4.0,Standard,4.0,半年に1回,0,2,Senior Manager,382980.0,未婚、車あり、子供なし,0,50,480.0
Self Enquiry,2,Salaried,Male,2.0,4.0,Standard,5.0,2,0,1,Senior Manager,522615.0,離婚済み	車なし	子供1人,0,45,840.0
Company Invited,2,Small Business,Female,2.0,4.0,Super Deluxe,5.0,5,0,1,AVP,月収36.0万円,結婚済み、車保有、子供なし,0,49,1020.0
Self Enquiry,2,Small Business,Ｍａｌｅ,2.0,4.0,Standard,4.0,5,0,2,Senior Manager,406095.0,"離婚済み,自動車所有,子供なし",0,40,660.0
Company Invited,2,Salaried,Female,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,363660.0,結婚済み、自家用車なし、こども1人,0,49,780.0
Company Invited,2,Small Business,Female,2.0,4.0,Super Deluxe,5.0,2,0,2,AVP,月収48.0万円,"独身,自家用車なし,無子",0,50,960.0
Self Enquiry,2,Salaried,Male,2.0,4.0,super deluxe,4.0,年に7回,0,2,AVP,474390.0,結婚済み/自家用車なし/こども1人,0,49,600.0
Self Enquiry,2,Large Business,Fe Male,2.0,4.0,Standard,4.0,年に2回,0,1,Senior Manager,424005.0,未婚／車所持／子供1人,0,44,540.0
Company Invited,3,Salaried,fe male,2.0,4.0,Standard,4.0,年に2回,0,1,Senior Manager,381015.0,未婚 車未所持 1児,0,44,1200.0
Self Enquiry,2,Salaried,Female,2.0,4.0,Basic,4.0,2,0,2,Executive,304320.0,独身　自家用車あり　子供なし,1,26,660.0
Company Invited,2,Salaried,male,2.0,4.0,basic,5.0,3,1,2,Executive,351945.0,独身 車未所持 子供無し,0,23,420.0
Self Enquiry,2,Salaried,Male,2.0,4.0,Standard,4.0,5,1,2,Senior Manager,381840.0,独身、車保有なし、子供1人,0,53,420.0
Self Enquiry,2,Salaried,Female,2.0,4.0,Deluxe,4.0,1,1,2,Manager,274425.0,独身、自動車未所有、子供1人,1,50,540.0
Company Invited,1,Salaried,male,2.0,3.0,Basic,4.0,1,0,2,Executive,月収30.0万円,結婚済み 車未所持　子供有り(1人),0,37,840.0
Company Invited,1,Salaried,Ｆｅｍａｌｅ,2.0,4.0,STANDARD,4.0,2,0,1,Senior Manager,372240.0,結婚済み　自動車所有　子供1人,0,49,600.0
Self Enquiry,1,Salaried,Female,2.0,5.0,Deluxe,5.0,3,0,1,Manager,354690.0,離婚済み 車未所持 子供1人,0,45,600.0
Self Enquiry,1,Small Business,Ｍａｌｅ,2.0,4.0,STANDARD,4.0,2,0,1,Senior Manager,月収40.0万円,未婚	車所持	子供1人,0,31,300.0
Company Invited,1,Small Business,Ｍａｌｅ,2.0,4.0,Basic,4.0,5,0,1,Executive,284115.0,"離婚済み,車なし,子供1人",0,34,660.0
Self Enquiry,1,Salaried,Female,2.0,5.0,STANDARD,4.0,2,0,1,Senior Manager,364335.0,結婚済み、自家用車あり、子供なし,0,53,660.0
Self Enquiry,1,Salaried,Male,2.0,4.0,Standard,4.0,5,0,2,Senior Manager,月収46.0万円,離婚済み、自動車所有、子供1人,0,42,660.0
Self Enquiry,1,Small Business,male,2.0,4.0,Standard,4.0,2,0,2,Senior Manager,390255.0,"未婚,車未所持,子供1人",0,46,360.0
Company Invited,1,Small Business,Male,2.0,4.0,Deluxe,5.0,3,0,2,Manager,351060.0,"未婚,自動車未所有,子供1人",0,29,900.0
Self Enquiry,1,Large Business,Ｆｅ　Ｍａｌｅ,2.0,4.0,standard,4.0,5,0,2,Senior Manager,431925.0,未婚 車未所持 子供なし,1,43,1500.0
Self Enquiry,1,Large Business,Ｆｅｍａｌｅ,2.0,4.0,Basic,5.0,7,0,1,Executive,315735.0,未婚、自家用車なし、子供1人,1,36,540.0
Self Enquiry,1,Large Business,Female,2.0,4.0,Standard,4.0,2,0,2,Senior Manager,349005.0,未婚、車あり、子供無し,0,46,360.0
Self Enquiry,1,Small Business,male,2.0,4.0,Deluxe,4.0,3,0,2,Mαnagеr,351840.0,離婚済み 車所持 こども1人,0,26,1380.0
Self Enquiry,1,Large Business,Male,2.0,4.0,STANDARD,4.0,2,1,1,Senior Manager,月収37.0万円,未婚 自動車未所有 子供なし,0,55,480.0
Self Enquiry,3,Small Business,Female,3.0,1.0,Basic,5.0,2,0,2,Еxеcutivе,314085.0,結婚済み、自家用車なし、子供有り(2人),0,39,1740.0
Company Invited,1,Salaried,female,3.0,2.0,Deluxe,4.0,2,0,2,Manager,月収35.0万円,未婚/車未所持/子供2人,0,44,2100.0
Self Enquiry,1,Salaried,Female,3.0,2.0,deluxe,4.0,5,0,1,Manager,318300.0,離婚済み 乗用車所持 こども2人,0,40,540.0
Company Invited,3,Salaried,Male,3.0,3.0,Deluxe,3.0,5,0,4,Manager,月収34.0万円,離婚済み、車保有なし、こども1人,0,30,1560.0
Self Enquiry,2,Small Business,Ｍａｌｅ,2.0,5.0,Deluxe,5.0,3,0,2,Manager,411645.0,独身、自動車未所有、子供なし,0,39,840.0
Self Enquiry,2,Salaried,MALE,2.0,5.0,SUPER DELUXE,4.0,3,0,1,AVP,539310.0,"独身,車所持,子供1人",0,31,1380.0
Self Enquiry,2,Large Business,male,2.0,5.0,ΒASIС,5.0,7,0,2,Executive,259410.0,独身、車未所持、こども1人,1,28,900.0
Company Invited,3,Small Business,Female,2.0,5.0,Standard,5.0,3,0,2,Senior Manager,393150.0,独身、自家用車なし、こども1人,0,28,840.0
Company Invited,2,Large Business,Male,2.0,5.0,Basic,5.0,年に7回,1,2,Executive,268050.0,独身、自家用車なし、子供1人,0,26,900.0
Company Invited,1,Large Business,Female,2.0,5.0,Standard,5.0,2,0,1,Senior Manager,357495.0,独身 車未所持 子供有り 1人,0,48,540.0
Self Enquiry,2,Salaried,MALE,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,月収40.0万円,離婚済み、車所持、こども2人,0,41,780.0
Self Enquiry,2,Small Business,male,4.0,5.0,Standard,4.0,2,0,1,Senior Manager,457770.0,未婚、車所持、子供3人,0,30,600.0
Self Enquiry,2,Small Business,Male,3.0,4.0,SUPER DELUXE,5.0,5,0,2,AVP,435990.0,離婚済み、自家用車あり、こども2人,0,32,480.0
Self Enquiry,2,Salaried,Female,3.0,400.0,Standard,5.0,2,0,1,Senior Manager,440505.0,離婚済み　自動車所有　子供2人,0,48,780.0
Self Enquiry,3,Small Business,Female,4.0,4.0,Standard,4.0,2,0,1,Senior Manager,407130.0,離婚済み 自動車所有 こども3人,0,38,1860.0
Company Invited,2,Small Business,female,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,420600.0,独身、車所持、子供2人,0,41,540.0
Company Invited,2,Small Business,Male,3.0,4.0,Deluxe,4.0,8,0,2,Manαger,328140.0,結婚済み、車未所持、子供2人,0,38,840.0
Company Invited,2,Small Business,MALE,3.0,4.0,Basic,4.0,6,0,1,Executive,326970.0,独身、車未所持、こども2人,0,51,600.0
Self Enquiry,2,Salaried,Female,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,371565.0,結婚済み/自動車未所有/子供2人,0,32,1620.0
Self Enquiry,2,Small Business,Ｍａｌｅ,3.0,4.0,King,5.0,3.0,0,2,Senior Manager,456135.0,結婚済み／車未所持/子供2人,0,42,420.0
Self Enquiry,2,Salaried,Male,3.0,4.0,STANDARD,4.0,2,0,2,Senior Manager,月収50.0万円,結婚済み 車所持 子供2人,0,47,780.0
Self Enquiry,2,Small Business,male,4.0,4.0,Standard,4.0,7,0,2,Senior Manager,397710.0,結婚済み　自動車所有　子供3人,0,40,960.0
Self Enquiry,2,Small Business,male,3.0,4.0,Standard,4.0,半年に1回,0,2,VP,382950.0,結婚済み　車未所持　子供2人,0,29,480.0
Self Enquiry,2,Salaried,Male,3.0,4.0,Deluxe,4.0,7,0,1,Manager,322050.0,結婚済み／車保有/こども2人,0,47,960.0
Company Invited,3,Large Business,Male,4.0,4.0,Basic,4.0,2,0,1,Executive,314265.0,"独身、自家用車なし,子供3人",0,39,660.0
Self Enquiry,2,Large Business,Male,4.0,4.0,Basic,4.0,2,0,2,Executive,316950.0,独身、自動車未所有、子供3人,1,33,960.0
Self Enquiry,2,Small Business,Male,4.0,4.0,STANDARD,4.0,2,0,2,Senior Manager,468645.0,"結婚済み,自家用車なし,子供3人",0,31,360.0
Self Enquiry,1,Small Business,Male,2.0,5.0,Standard,4.0,2,1,2,Senior Manager,350700.0,未婚、乗用車所持、子供1人,0,49,540.0
Self Enquiry,3,Small Business,Male,3.0,4.0,Deluxe,4.0,2,1,2,Manager,月収40.0万円,未婚／車未所持／こども2人,1,50,1620.0
Self Enquiry,1,Small Business,female,4.0,4.0,Deluxe,5.0,3,0,2,Manager,393690.0,結婚済み、車所持、子供3人,0,34,480.0
Self Enquiry,1,Salaried,Female,3.0,4.0,Deluxe,5.0,7,0,2,Manager,353940.0,離婚済み、乗用車なし、こども2人,0,55,480.0
Self Enquiry,1,Large Business,Male,3.0,5.0,Basic,4.0,3,0,2,Executive,254490.0,独身、車なし、こども2人,0,32,540.0
Self Enquiry,1,Small Business,Male,4.0,4.0,Basic,5.0,3,0,2,Executive,月収31.0万円,"独身,自動車未所有,子供有り 3人",1,46,480.0
Self Enquiry,1,Salaried,female,3.0,3.0,Deluxe,3.0,5,0,4,Manager,343140.0,結婚済み　車所持　こども1人,0,41,1800.0
Company Invited,2,Small Business,Male,2.0,3.0,Deluxe,5.0,3,0,3,Manager,340245.0,未婚 乗用車なし 子供1人,0,37,540.0
Self Enquiry,2,Small Business,Male,2.0,3.0,Deluxe,4.0,6,0,3,Manager,343920.0,結婚済み、自動車所有、子供有り 1人,1,36,1320.0
Company Invited,2,Small Business,male,3.0,3.0,Deluxe,4.0,半年に1回,0,3,Manager,312465.0,離婚済み	車所持	子供2人,0,40,540.0
Self Enquiry,3,Small Business,Male,3.0,3.0,Super Deluxe,5.0,5,0,3,AVP,512595.0,離婚済み 自動車所有 子供2人,0,43,840.0
Self Enquiry,2,Small Business,Ｍａｌｅ,3.0,3.0,Super Deluxe,4.0,年に2回,0,3,AVP,550620.0,"離婚済み、自動車所有,子供2人",0,43,540.0
Self Enquiry,3,Small Business,Female,3.0,3.0,Basic,4.0,年に1回,0,3,Executive,262890.0,結婚済み、乗用車所持、こども2人,1,31,1020.0
Self Enquiry,2,Small Business,Male,2.0,3.0,STANDARD,4.0,2,0,3,Senior Manager,426510.0,結婚済み、自家用車あり、子供1人,0,34,780.0
Self Enquiry,3,Small Business,Male,3.0,3.0,Deluxe,5.0,年に3回,0,4,Manager,月収29.0万円,未婚、自家用車なし、子供有り(2人),0,28,780.0
Self Enquiry,2,Salaried,Male,2.0,3.0,Deluxe,4.0,1,0,3,Manager,319050.0,結婚済み、車保有なし、こども1人,0,31,1380.0
Self Enquiry,2,Salaried,Male,3.0,3.0,STANDARD,4.0,5,0,3,Senior Manager,357600.0,"結婚済み,自動車未所有、子供有り(2人)",0,50,600.0
Company Invited,2,Salaried,ＭＡＬＥ,2.0,3.0,Deluxe,5.0,3,0,3,Manager,342330.0,結婚済み　車未所持 子供1人,0,46,480.0
Self Enquiry,2,Salaried,Male,3.0,3.0,Standard,4.0,3,0,3,Senior Manager,366270.0,"結婚済み,車未所持,子供2人",0,49,840.0
Company Invited,3,Salaried,MALE,3.0,3.0,Super Deluxe,4.0,1,0,4,AVP,459630.0,独身、車所持、子供2人,1,49,960.0
Company Invited,3,Salaried,Male,3.0,3.0,Standard,4.0,2,0,3,Senior Manager,月収34.0万円,離婚済み	車所持	2児,0,36,660.0
Self Enquiry,2,Salaried,Male,3.0,3.0,Standard,4.0,1,0,3,Senior Manager,440460.0,結婚済み、自動車所有、こども2人,0,29,420.0
Self Enquiry,1,Small Business,Male,2.0,3.0,Deluxe,4.0,1,0,5,AVP,343140.0,結婚済み/自動車未所有/1児,0,40,780.0
Self Enquiry,1,Large Business,male,2.0,3.0,Basic,4.0,1,0,4,Executive,266205.0,結婚済み 車未所持　子供有り 1人,0,42,540.0
Self Enquiry,1,Small Business,Female,2.0,3.0,DELUXE,4.0,2,0,3,Manager,422040.0,結婚済み	自動車未所有	子供有り 1人,0,35,840.0
Company Invited,1,Small Business,Male,2.0,3.0,Standard,4.0,1,0,5,Senior Manager,410685.0,未婚、車なし、子供有り 1人,0,57,600.0
Company Invited,1,Small Business,Female,2.0,3.0,Deluxe,4.0,5,0,4,Manager,309645.0,離婚済み 自動車所有 1児,0,45,780.0
Company Invited,1,Salaried,Fe Male,3.0,3.0,Standard,4.0,4,0,4,Senior Manager,月収40.0万円,未婚、自家用車あり、子供2人,0,49,780.0
Self Enquiry,1,Salaried,Female,3.0,4.0,Basic,4.0,1,0,4,Executive,309300.0,結婚済み 車所持 こども2人,0,33,780.0
Self Enquiry,1,Salaried,Fe Male,2.0,4.0,Deluxe,4.0,2,0,3,Manager,351765.0,未婚、乗用車なし、子供1人,0,31,780.0
Company Invited,1,Salaried,Fe Male,2.0,3.0,Standard,4.0,2,0,5,Senior Manager,月収40.0万円,未婚	自家用車あり	こども1人,0,52,900.0
Company Invited,1,Salaried,Male,2.0,3.0,Deluxe,4.0,5,0,4,Manager,343140.0,結婚済み、自家用車なし、子供1人,0,38,1500.0
Self Enquiry,1,Salaried,male,3.0,3.0,Super Deluxe,3.0,2,0,4,AVP,月収47.0万円,離婚済み 車未所持 こども1人,0,55,540.0
Self Enquiry,2,Small Business,male,3.0,5.0,Standard,4.0,2,0,1,Senior Manager,368775.0,未婚、車未所持、子供2人,0,31,420.0
Company Invited,2,Small Business,Fe Male,4.0,5.0,Deluxe,4.0,2,0,2,Manager,369135.0,未婚、自動車所有、子供3人,0,33,2100.0
Company Invited,3,Salaried,MALE,4.0,5.0,Standard,4.0,2,0,2,Senior Manager,374595.0,未婚、車未所持、子供3人,0,29,1620.0
Self Enquiry,2,Small Business,Female,3.0,5.0,Deluxe,4.0,2,0,2,Manager,429915.0,結婚済み 車保有なし 子供2人,0,48,480.0
Company Invited,2,Large Business,Male,3.0,5.0,Basic,4.0,2,0,2,Executive,320160.0,独身 自家用車あり　こども2人,1,26,1020.0
Self Enquiry,3,Small Business,Male,4.0,5.0,Standard,5.0,7,0,1,Senior Manager,426375.0,独身 自動車未所有 子供3人,0,49,480.0
Company Invited,1,Salaried,Female,3.0,5.0,Standard,4.0,3,0,2,Senior Manager,月収40.0万円,結婚済み/乗用車所持/子供2人,1,37,420.0
Self Enquiry,1,Salaried,Male,3.0,5.0,basic,5.0,3,0,2,Executive,359160.0,結婚済み、車未所持、こども2人,1,38,840.0
Self Enquiry,1,Small Business,Female,4.0,5.0,Basic,5.0,3,0,2,AVP,523815.0,"独身、車所持,こども3人",0,50,900.0
Self Enquiry,1,Salaried,MALE,3.0,5.0,Super Deluxe,5.0,3,1,2,AVP,547290.0,結婚済み／車未所持／子供有り(2人),0,47,1860.0
Self Enquiry,2,Small Business,Male,4.0,4.0,King,5.0,3.0,0,2,Senior Manager,486015.0,離婚済み、車未所持、子供3人,0,48,1200.0
Self Enquiry,3,Salaried,Female,3.0,5.0,Standard,4.0,年に7回,0,2,Senior Manager,366000.0,未婚／自動車未所有／子供無し,0,48,600.0
Company Invited,2,Salaried,male,3.0,4.0,Standard,4.0,1,0,1,Senior Manager,月収50.0万円,結婚済み/車未所持/子供1人,1,51,840.0
Self Enquiry,3,Salaried,female,3.0,5.0,Standard,4.0,4,0,1,Senior Manager,425100.0,結婚済み	車未所持	子供なし,0,50,660.0
Self Enquiry,2,Small Business,male,3.0,4.0,Deluxe,4.0,年に2回,0,1,Manager,312885.0,離婚済み、車未所持、子供なし,0,41,600.0
Company Invited,3,Small Business,Ｍａｌｅ,3.0,4.0,Standard,4.0,6,0,2,Senior Manager,416310.0,"結婚済み,車未所持,子供1人",0,32,900.0
Company Invited,2,Salaried,Ｍａｌｅ,3.0,4.0,Basıc,4.0,年に1回,0,2,Senior Manager,313815.0,独身、自動車所有、子供なし,0,21,780.0
Company Invited,2,Small Business,ｍａｌｅ,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,341250.0,離婚済み 車未所持 子供1人,0,36,480.0
Self Enquiry,2,Small Business,MALE,3.0,4.0,Basic,4.0,2,0,2,Executive,353100.0,未婚 車未所持 こども1人,0,20,600.0
Company Invited,2,Small Business,female,3.0,4.0,Super Deluxe,4.0,1,0,2,AVP,479445.0,離婚済み、車所持、非育児家庭,1,24,420.0
Company Invited,3,Small Business,Female,2.0,3.0,Deluxe,5.0,年に1回,0,4,Manager,296400.0,独身	車未所持	子供なし,0,40,780.0
Self Enquiry,1,Salaried,Male,3.0,5.0,Standard,4.0,2,0,2,Senior Manager,459570.0,結婚済み、車未所持、子供有り(1人),0,35,660.0
Company Invited,1,Small Business,female,3.0,4.0,Basic,4.0,7,0,2,Executive,343140.0,"離婚済み,車未所持,子供1人",0,45,720.0
Self Enquiry,1,Salaried,fe male,3.0,4.0,Standard,4.0,2,0,1,Senior Manager,516270.0,未婚	車未所持	こども1人,0,33,300.0
Company Invited,1,Salaried,Ｆｅｍａｌｅ,3.0,5.0,standard,4.0,3,0,1,Senior Manager,423165.0,離婚済み/自動車所有/子供1人,0,38,420.0
Self Enquiry,1,Salaried,Female,3.0,4.0,Super Deluxe,5.0,4,0,2,AVP,544875.0,離婚済み、車なし、こども1人,0,53,600.0
Self Enquiry,1,Salaried,fe male,3.0,4.0,Standard,4.0,5,0,1,Senior Manager,470025.0,"結婚済み,車所持、子供なし",0,52,480.0
Self Enquiry,1,Salaried,MALE,3.0,4.0,Տtandard,4.0,2,1,2,Senior Manager,436020.0,結婚済み、車未所持、こども1人,0,44,480.0
Self Enquiry,1,Small Business,male,4.0,5.0,Deluxe,5.0,2,0,2,Manager,387000.0,"結婚済み,車未所持,3児",0,27,1200.0
Company Invited,3,Small Business,Female,3.0,4.0,Basic,4.0,1,0,4,Executive,253425.0,未婚、車未所持、2児,1,30,1080.0
Company Invited,2,Large Business,Fe Male,2.0,4.0,Standard,4.0,2,0,3,Senior Manager,月収40.0万円,未婚、自家用車あり、無子,0,33,900.0
Self Enquiry,3,Small Business,fe male,2.0,4.0,Standard,4.0,2,0,4,Senior Manαger,379770.0,未婚/車所持/子供無し,0,36,960.0
Self Enquiry,2,Small Business,Male,2.0,4.0,Standard,4.0,7,0,3,Senior Manager,404925.0,独身　車保有　子供なし,1,39,900.0
Company Invited,2,Small Business,Female,2.0,4.0,STANDARD,4.0,2,0,4,Senior Manager,398880.0,"結婚済み,乗用車なし,子供なし",0,30,720.0
Company Invited,2,Small Business,female,2.0,4.0,Basic,4.0,2,0,4,Executive,月収33.0万円,離婚済み	車所持	子供1人,1,42,1020.0
Company Invited,2,Small Business,male,2.0,4.0,Basic,4.0,3,0,3,Executive,344265.0,離婚済み、車未所持、子供なし,0,25,960.0
Company Invited,2,Small Business,Male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,406215.0,未婚 車所持 こども1人,0,47,360.0
Self Enquiry,3,Small Business,Male,2.0,4.0,Basic,4.0,5,0,4,Executive,271485.0,独身、乗用車なし、子供無し,0,36,1020.0
Self Enquiry,3,Small Business,Male,2.0,4.0,Basic,4.0,2,0,3,Executive,311400.0,独身、自動車未所有、子供1人,1,39,780.0
Self Enquiry,2,Small Business,Female,2.0,4.0,Basic,4.0,年に3回,0,4,Executive,月収30.0万円,独身／車あり/子供なし,0,23,780.0
Self Enquiry,2,Small Business,Ｆｅ　Ｍａｌｅ,2.0,4.0,Deluxe,4.0,7,0,3,Mαnager,331260.0,未婚、自家用車なし、子供1人,0,46,840.0
Company Invited,3,Salaried,Fe Male,2.0,4.0,Super Deluxe,4.0,1,0,3,AVP,416475.0,離婚済み/車あり/子供1人,0,30,480.0
Self Enquiry,3,Salaried,MALE,2.0,4.0,Standard,5.0,2,0,3,Senior Manager,478620.0,離婚済み、車所持、子供無し,0,46,480.0
Self Enquiry,3,Salaried,MALE,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,317925.0,結婚済み/車所持/子供なし,0,43,960.0
Self Enquiry,2,Salaried,Female,2.0,4.0,Deluxe,4.0,2,0,3,Manager,268395.0,"結婚済み
自動車所有
子供無し",0,40,1140.0
Self Enquiry,2,Salaried,Male,2.0,4.0,DELUXE,4.0,3,0,4,Manager,348885.0,結婚済み、自動車未所有、子供無し,0,37,780.0
Self Enquiry,3,Salaried,Male,2.0,4.0,STANDARD,4.0,2,0,3,Senior Manager,382260.0,結婚済み、車なし、こども1人,0,50,420.0
Self Enquiry,3,Salaried,male,2.0,4.0,Standard,4.0,2,0,3,Senior Manager,349680.0,結婚済み 車所持 子供1人,0,54,660.0
Self Enquiry,2,Small Business,Male,2.0,4.0,Basic,4.0,年に3回,1,4,Executive,252030.0,結婚済み、自家用車あり、子供なし,0,23,600.0
Company Invited,2,Large Business,Male,2.0,4.0,Standard,4.0,2,1,3,Senior Manager,月収50.0万円,結婚済み	車保有	子供なし,1,56,420.0
Company Invited,2,Small Business,Female,2.0,4.0,Super Deluxe,5.0,1,1,3,AVP,484680.0,結婚済み、車未所持、子供ゼロ,0,54,420.0
Self Enquiry,1,Small Business,Male,2.0,4.0,Basic,4.0,3,0,3,Sеnior Manager,451575.0,独身、車未所持、子供有り 1人,0,43,600.0
Company Invited,1,Small Business,FE MALE,2.0,4.0,standard,4.0,2,0,4,Senior Manager,月収42.0万円,未婚、車所持、無子,0,32,960.0
Self Enquiry,1,Small Business,female,2.0,4.0,basic,4.0,1,0,5,Executive,261030.0,結婚済み、車所持、子供無し,0,30,600.0
Self Enquiry,1,Large Business,Male,2.0,4.0,Standard,4.0,2,0,3,Senior Manager,382740.0,結婚済み、自動車未所有、子供なし,0,31,720.0
Self Enquiry,1,Large Business,Male,2.0,4.0,Basic,4.0,2,0,4,Executive,258585.0,独身／自動車未所有／子供1人,1,19,1560.0
Self Enquiry,1,Salaried,Female,2.0,4.0,Deluxe,4.0,1,0,3,Manager,356850.0,結婚済み　自動車所有　子供なし,0,52,960.0
Self Enquiry,1,Salaried,Male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,375210.0,未婚、自家用車なし、こども1人,0,45,480.0
Self Enquiry,1,Salaried,Male,2.0,5.0,king,5.0,7,0,3,AVP,484155.0,結婚済み、自動車未所有、子供1人,0,43,900.0
Self Enquiry,1,Salaried,male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,月収40.0万円,"未婚,車所持,子供なし",0,33,960.0
Company Invited,1,Salaried,female,2.0,4.0,Standard,4.0,4,1,4,Senior Manager,488715.0,未婚、車未所持、子供なし,0,52,540.0
Self Enquiry,2,Salaried,Male,3.0,1.0,Standard,4.0,年に6回,0,2,Senior Manager,329055.0,結婚済み、自家用車あり、2児,0,53,1020.0
Self Enquiry,2,Small Business,Male,2.0,4.0,Deluxe,5.0,年に3回,0,2,Manager,361650.0,"未婚,車なし,子供1人",0,35,480.0
Company Invited,2,Small Business,Male,2.0,2.0,Deluxe,4.0,1,0,1,Manager,336870.0,離婚済み、車未所持、こども1人,0,41,900.0
Company Invited,3,Small Business,Female,2.0,1.0,SUPER DELUXE,4.0,年に2回,0,2,AVP,366330.0,結婚済み 自動車所有 こども1人,0,39,1380.0
Self Enquiry,1,Small Business,male,2.0,2.0,Basic,4.0,6,0,1,Executive,270975.0,離婚済み 車所持 子供1人,0,28,900.0
Company Invited,3,Salaried,Male,3.0,1.0,Basic,4.0,3,0,4,Executive,311490.0,結婚済み、自家用車なし、子供有り 2人,1,39,780.0
Self Enquiry,3,Salaried,ｍａｌｅ,3.0,2.0,Deluxe,4.0,1,0,3,Manager,349515.0,結婚済み/車所持/子供2人,0,30,600.0
Company Invited,2,Salaried,Male,3.0,5.0,Standard,4.0,5,0,1,Senior Manager,380385.0,結婚済み、自動車所有、子供1人,0,30,480.0
Self Enquiry,2,Small Business,Male,3.0,5.0,Deluxe,5.0,7,0,1,Manager,月収40.0万円,未婚、車あり、子供1人,0,43,600.0
Self Enquiry,1,Salaried,male,3.0,5.0,Standard,4.0,年に2回,0,2,Senior Manager,380475.0,"未婚,車未所持,こども1人",0,59,360.0
Self Enquiry,1,Large Business,Male,3.0,5.0,Basic,4.0,3,0,2,Executive,319710.0,結婚済み、車なし、子供1人,0,24,660.0
Self Enquiry,1,Salaried,Male,3.0,5.0,Standard,4.0,5,0,2,AVP,月収47.0万円,"結婚済み、車所持,子供1人",0,50,780.0
Self Enquiry,1,Salaried,Female,3.0,5.0,Standard,5.0,5,0,1,Senior Manager,503940.0,離婚済み、車保有、子供1人,0,50,780.0
Self Enquiry,2,Small Business,MALE,2.0,5.0,Standard,4.0,年に2回,0,5,Senior Managеr,438210.0,"未婚、車所持,こども1人",1,40,480.0
Self Enquiry,2,Salaried,Male,2.0,5.0,Standard,4.0,5,0,3,Senior Manager,月収40.0万円,離婚済み	自動車未所有	こども1人,0,42,900.0
Company Invited,3,Salaried,female,2.0,5.0,Deluxe,4.0,2,0,4,Manager,317940.0,離婚済み 車所持 子供1人,0,52,840.0
Self Enquiry,2,Large Business,Male,3.0,4.0,basic,5.0,2,0,2,AVP,417315.0,"離婚済み
自家用車なし
こども2人",0,52,480.0
Self Enquiry,2,Large Business,female,3.0,4.0,DELUXE,4.0,7,0,2,Manager,月収40.0万円,結婚済み 車所持 子供1人,0,49,1860.0
Self Enquiry,3,Small Business,Male,3.0,4.0,Deluxe,5.0,3,0,2,Manager,365535.0,"結婚済み、車未所持,こども1人",0,42,720.0
Self Enquiry,3,Salaried,Male,3.0,5.0,Basic,5.0,5,0,2,Executive,365610.0,未婚/自家用車あり/子供有り 2人,0,47,420.0
Self Enquiry,2,Small Business,male,3.0,4.0,Deluxe,4.0,2,0,2,Manager,445905.0,結婚済み／車未所持/子供1人,0,56,1920.0
Company Invited,2,Salaried,Female,3.0,4.0,Staոdard,4.0,2,0,1,Senior Manager,288840.0,結婚済み　自動車所有　子供2人,0,39,780.0
Self Enquiry,2,Salaried,Male,3.0,4.0,Basic,4.0,7,0,2,Executive,月収40.0万円,離婚済み/乗用車所持/2児,0,30,420.0
Self Enquiry,2,Small Business,ｍａｌｅ,3.0,4.0,DELUXE,5.0,1,0,1,Manager,346005.0,結婚済み/車未所持/子供1人,0,42,360.0
Company Invited,2,Small Business,Female,3.0,4.0,Deluxe,5.0,年に7回,0,2,Manager,364440.0,独身、自動車未所有、子供有り 2人,0,41,420.0
Self Enquiry,3,Large Business,Male,3.0,4.0,King,4.0,2,0,2,AVP,511545.0,結婚済み 自家用車あり こども2人,0,50,780.0
Company Invited,3,Salaried,male,3.0,4.0,Super Deluxe,4.0,5,0,2,AVP,529425.0,未婚 車所持 こども1人,0,40,1800.0
Self Enquiry,3,Small Business,Male,3.0,4.0,Deluxe,4.0,3,0,2,Manager,332025.0,"未婚,自動車未所有,子供1人",0,33,1860.0
Company Invited,2,Large Business,Male,3.0,5.0,Deluxe,4.0,3,0,1,Manager,361035.0,"未婚,自家用車なし,2児",0,40,600.0
Company Invited,2,Small Business,Female,3.0,4.0,Deluxe,5.0,年に3回,0,2,Manager,月収31.0万円,未婚 自動車未所有 子供1人,0,40,960.0
Company Invited,1,Large Business,FEMALE,2.0,5.0,Basic,4.0,3,0,3,Executive,321675.0,結婚済み、車未所持、こども1人,1,25,540.0
Company Invited,1,Salaried,male,2.0,5.0,Standard,4.0,5,0,3,Senior Manager,392655.0,結婚済み 車未所持　子供1人,0,48,720.0
